Packet No.,Hexstream,Split Indexes,Splited Hexstream,True Splited Indexes,True Splited Hexstream,Correctness (Cover or In Field Num. / Inferred Field Num.),Perfection (Accurate Field Num. / Correct Field Num.),Precision,Recall,Accuracy,F1,FPR
11,240306ea000001c30000119bc0790d05d2423e4413f32841d242456626aa7980d242456617f3e7efd242456617f4a75d,"[0, 2, 4, 6, 8, 12, 14, 16, 20, 22, 24, 26, 28, 30, 32, 36, 38, 40, 42, 44, 46, 48, 50, 52, 54, 56, 58, 60, 62, 64, 66, 68, 70, 72, 74, 76, 78, 80, 86, 88, 90, 92, 94, 96]",24 03 06 ea 0000 01 c3 0000 11 9b c0 79 0d 05 d242 3e 44 13 f3 28 41 d2 42 45 66 26 aa 79 80 d2 42 45 66 17 f3 e7 ef d24245 66 17 f4 a7 5d,"[0, 1, 2, 3, 4, 8, 12, 16, 24, 32, 40, 48]",24 03 06 ea 000001c3 0000119b c0790d05 d2423e4413f32841 d242456626aa7980 d242456617f3e7ef d242456617f4a75d,1.0,0.36363636363636365,0.23809523809523808,1.0,0.6631578947368421,0.3846153846153846,0.3764705882352941
12,240306ea000001c30000119bc0790d05d2423e4413f32841d242456626aa7980d242456617f3e7efd242456617f4a75d,"[0, 2, 4, 6, 8, 12, 14, 16, 20, 22, 24, 26, 28, 30, 32, 36, 38, 40, 42, 44, 46, 48, 50, 52, 54, 56, 58, 60, 62, 64, 66, 68, 70, 72, 74, 76, 78, 80, 86, 88, 90, 92, 94, 96]",24 03 06 ea 0000 01 c3 0000 11 9b c0 79 0d 05 d242 3e 44 13 f3 28 41 d2 42 45 66 26 aa 79 80 d2 42 45 66 17 f3 e7 ef d24245 66 17 f4 a7 5d,"[0, 1, 2, 3, 4, 8, 12, 16, 24, 32, 40, 48]",24 03 06 ea 000001c3 0000119b c0790d05 d2423e4413f32841 d242456626aa7980 d242456617f3e7ef d242456617f4a75d,1.0,0.36363636363636365,0.23809523809523808,1.0,0.6631578947368421,0.3846153846153846,0.3764705882352941
13,240306ea000001c30000119bc0790d05d2423e4413f32841d242456626aa7980d242456617f3e7efd242456617f4a75d,"[0, 2, 4, 6, 8, 12, 14, 16, 20, 22, 24, 26, 28, 30, 32, 36, 38, 40, 42, 44, 46, 48, 50, 52, 54, 56, 58, 60, 62, 64, 66, 68, 70, 72, 74, 76, 78, 80, 86, 88, 90, 92, 94, 96]",24 03 06 ea 0000 01 c3 0000 11 9b c0 79 0d 05 d242 3e 44 13 f3 28 41 d2 42 45 66 26 aa 79 80 d2 42 45 66 17 f3 e7 ef d24245 66 17 f4 a7 5d,"[0, 1, 2, 3, 4, 8, 12, 16, 24, 32, 40, 48]",24 03 06 ea 000001c3 0000119b c0790d05 d2423e4413f32841 d242456626aa7980 d242456617f3e7ef d242456617f4a75d,1.0,0.36363636363636365,0.23809523809523808,1.0,0.6631578947368421,0.3846153846153846,0.3764705882352941
14,250406f00000024200001a330a6400c8d2423e16f3d3e58700000000000000000000000000000000d2424566f37f46ac,"[0, 2, 4, 6, 8, 12, 14, 16, 20, 22, 24, 26, 28, 30, 32, 36, 38, 40, 42, 44, 46, 48, 50, 52, 54, 56, 58, 60, 62, 64, 66, 68, 70, 72, 74, 76, 78, 80, 86, 88, 90, 92, 94, 96]",25 04 06 f0 0000 02 42 0000 1a 33 0a 64 00 c8 d242 3e 16 f3 d3 e5 87 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 d24245 66 f3 7f 46 ac,"[0, 1, 2, 3, 4, 8, 12, 16, 24, 32, 40, 48]",25 04 06 f0 00000242 00001a33 0a6400c8 d2423e16f3d3e587 0000000000000000 0000000000000000 d2424566f37f46ac,1.0,0.36363636363636365,0.23809523809523808,1.0,0.6631578947368421,0.3846153846153846,0.3764705882352941
15,e30006ed000000000000003853544550d24242ae21756b08d242456617f4a75dd242456627ad71ebd2424568282d2a18,"[0, 2, 4, 6, 8, 12, 14, 16, 20, 22, 24, 26, 28, 30, 32, 36, 38, 40, 42, 44, 46, 48, 50, 52, 54, 56, 58, 60, 62, 64, 66, 68, 70, 72, 74, 76, 78, 80, 86, 88, 90, 92, 94, 96]",e3 00 06 ed 0000 00 00 0000 00 38 53 54 45 50 d242 42 ae 21 75 6b 08 d2 42 45 66 17 f4 a7 5d d2 42 45 66 27 ad 71 eb d24245 68 28 2d 2a 18,"[0, 1, 2, 3, 4, 8, 12, 16, 24, 32, 40, 48]",e3 00 06 ed 00000000 00000038 53544550 d24242ae21756b08 d242456617f4a75d d242456627ad71eb d2424568282d2a18,1.0,0.36363636363636365,0.23809523809523808,1.0,0.6631578947368421,0.3846153846153846,0.3764705882352941
16,e30006ed000000000000003853544550d24242ae21756b08d242456617f4a75dd242456627ad71ebd2424568282d2a18,"[0, 2, 4, 6, 8, 12, 14, 16, 20, 22, 24, 26, 28, 30, 32, 36, 38, 40, 42, 44, 46, 48, 50, 52, 54, 56, 58, 60, 62, 64, 66, 68, 70, 72, 74, 76, 78, 80, 86, 88, 90, 92, 94, 96]",e3 00 06 ed 0000 00 00 0000 00 38 53 54 45 50 d242 42 ae 21 75 6b 08 d2 42 45 66 17 f4 a7 5d d2 42 45 66 27 ad 71 eb d24245 68 28 2d 2a 18,"[0, 1, 2, 3, 4, 8, 12, 16, 24, 32, 40, 48]",e3 00 06 ed 00000000 00000038 53544550 d24242ae21756b08 d242456617f4a75d d242456627ad71eb d2424568282d2a18,1.0,0.36363636363636365,0.23809523809523808,1.0,0.6631578947368421,0.3846153846153846,0.3764705882352941
17,e30006ed000000000000003853544550d24242ae21756b08d242456617f4a75dd242456627ad71ebd2424568282d2a18,"[0, 2, 4, 6, 8, 12, 14, 16, 20, 22, 24, 26, 28, 30, 32, 36, 38, 40, 42, 44, 46, 48, 50, 52, 54, 56, 58, 60, 62, 64, 66, 68, 70, 72, 74, 76, 78, 80, 86, 88, 90, 92, 94, 96]",e3 00 06 ed 0000 00 00 0000 00 38 53 54 45 50 d242 42 ae 21 75 6b 08 d2 42 45 66 17 f4 a7 5d d2 42 45 66 27 ad 71 eb d24245 68 28 2d 2a 18,"[0, 1, 2, 3, 4, 8, 12, 16, 24, 32, 40, 48]",e3 00 06 ed 00000000 00000038 53544550 d24242ae21756b08 d242456617f4a75d d242456627ad71eb d2424568282d2a18,1.0,0.36363636363636365,0.23809523809523808,1.0,0.6631578947368421,0.3846153846153846,0.3764705882352941
18,e30006ed000000000000003853544550d24242ae21756b08d242456617f4a75dd242456627ad71ebd2424568282d2a18,"[0, 2, 4, 6, 8, 12, 14, 16, 20, 22, 24, 26, 28, 30, 32, 36, 38, 40, 42, 44, 46, 48, 50, 52, 54, 56, 58, 60, 62, 64, 66, 68, 70, 72, 74, 76, 78, 80, 86, 88, 90, 92, 94, 96]",e3 00 06 ed 0000 00 00 0000 00 38 53 54 45 50 d242 42 ae 21 75 6b 08 d2 42 45 66 17 f4 a7 5d d2 42 45 66 27 ad 71 eb d24245 68 28 2d 2a 18,"[0, 1, 2, 3, 4, 8, 12, 16, 24, 32, 40, 48]",e3 00 06 ed 00000000 00000038 53544550 d24242ae21756b08 d242456617f4a75d d242456627ad71eb d2424568282d2a18,1.0,0.36363636363636365,0.23809523809523808,1.0,0.6631578947368421,0.3846153846153846,0.3764705882352941
19,e30006ed000000000000003853544550d24242ae21756b08d242456617f4a75dd242456627ad71ebd2424568282d2a18,"[0, 2, 4, 6, 8, 12, 14, 16, 20, 22, 24, 26, 28, 30, 32, 36, 38, 40, 42, 44, 46, 48, 50, 52, 54, 56, 58, 60, 62, 64, 66, 68, 70, 72, 74, 76, 78, 80, 86, 88, 90, 92, 94, 96]",e3 00 06 ed 0000 00 00 0000 00 38 53 54 45 50 d242 42 ae 21 75 6b 08 d2 42 45 66 17 f4 a7 5d d2 42 45 66 27 ad 71 eb d24245 68 28 2d 2a 18,"[0, 1, 2, 3, 4, 8, 12, 16, 24, 32, 40, 48]",e3 00 06 ed 00000000 00000038 53544550 d24242ae21756b08 d242456617f4a75d d242456627ad71eb d2424568282d2a18,1.0,0.36363636363636365,0.23809523809523808,1.0,0.6631578947368421,0.3846153846153846,0.3764705882352941
20,e30006ed000000000000003853544550d24242ae21756b08d242456617f4a75dd242456627ad71ebd2424568282d2a18,"[0, 2, 4, 6, 8, 12, 14, 16, 20, 22, 24, 26, 28, 30, 32, 36, 38, 40, 42, 44, 46, 48, 50, 52, 54, 56, 58, 60, 62, 64, 66, 68, 70, 72, 74, 76, 78, 80, 86, 88, 90, 92, 94, 96]",e3 00 06 ed 0000 00 00 0000 00 38 53 54 45 50 d242 42 ae 21 75 6b 08 d2 42 45 66 17 f4 a7 5d d2 42 45 66 27 ad 71 eb d24245 68 28 2d 2a 18,"[0, 1, 2, 3, 4, 8, 12, 16, 24, 32, 40, 48]",e3 00 06 ed 00000000 00000038 53544550 d24242ae21756b08 d242456617f4a75d d242456627ad71eb d2424568282d2a18,1.0,0.36363636363636365,0.23809523809523808,1.0,0.6631578947368421,0.3846153846153846,0.3764705882352941
21,240306ea000001c30000119dc0790d05d2423e4413f32841d2424568282d2a18d242456819714fefd24245681972092f,"[0, 2, 4, 6, 8, 12, 14, 16, 20, 22, 24, 26, 28, 30, 32, 36, 38, 40, 42, 44, 46, 48, 50, 52, 54, 56, 58, 60, 62, 64, 66, 68, 70, 72, 74, 76, 78, 80, 86, 88, 90, 92, 94, 96]",24 03 06 ea 0000 01 c3 0000 11 9d c0 79 0d 05 d242 3e 44 13 f3 28 41 d2 42 45 68 28 2d 2a 18 d2 42 45 68 19 71 4f ef d24245 68 19 72 09 2f,"[0, 1, 2, 3, 4, 8, 12, 16, 24, 32, 40, 48]",24 03 06 ea 000001c3 0000119d c0790d05 d2423e4413f32841 d2424568282d2a18 d242456819714fef d24245681972092f,1.0,0.36363636363636365,0.23809523809523808,1.0,0.6631578947368421,0.3846153846153846,0.3764705882352941
22,240306ea000001c30000119dc0790d05d2423e4413f32841d2424568282d2a18d242456819714fefd24245681972092f,"[0, 2, 4, 6, 8, 12, 14, 16, 20, 22, 24, 26, 28, 30, 32, 36, 38, 40, 42, 44, 46, 48, 50, 52, 54, 56, 58, 60, 62, 64, 66, 68, 70, 72, 74, 76, 78, 80, 86, 88, 90, 92, 94, 96]",24 03 06 ea 0000 01 c3 0000 11 9d c0 79 0d 05 d242 3e 44 13 f3 28 41 d2 42 45 68 28 2d 2a 18 d2 42 45 68 19 71 4f ef d24245 68 19 72 09 2f,"[0, 1, 2, 3, 4, 8, 12, 16, 24, 32, 40, 48]",24 03 06 ea 000001c3 0000119d c0790d05 d2423e4413f32841 d2424568282d2a18 d242456819714fef d24245681972092f,1.0,0.36363636363636365,0.23809523809523808,1.0,0.6631578947368421,0.3846153846153846,0.3764705882352941
23,240306ea000001c30000119dc0790d05d2423e4413f32841d2424568282d2a18d242456819714fefd24245681972092f,"[0, 2, 4, 6, 8, 12, 14, 16, 20, 22, 24, 26, 28, 30, 32, 36, 38, 40, 42, 44, 46, 48, 50, 52, 54, 56, 58, 60, 62, 64, 66, 68, 70, 72, 74, 76, 78, 80, 86, 88, 90, 92, 94, 96]",24 03 06 ea 0000 01 c3 0000 11 9d c0 79 0d 05 d242 3e 44 13 f3 28 41 d2 42 45 68 28 2d 2a 18 d2 42 45 68 19 71 4f ef d24245 68 19 72 09 2f,"[0, 1, 2, 3, 4, 8, 12, 16, 24, 32, 40, 48]",24 03 06 ea 000001c3 0000119d c0790d05 d2423e4413f32841 d2424568282d2a18 d242456819714fef d24245681972092f,1.0,0.36363636363636365,0.23809523809523808,1.0,0.6631578947368421,0.3846153846153846,0.3764705882352941
24,240306ea000001c30000119dc0790d05d2423e4413f32841d2424568282d2a18d242456819714fefd24245681972092f,"[0, 2, 4, 6, 8, 12, 14, 16, 20, 22, 24, 26, 28, 30, 32, 36, 38, 40, 42, 44, 46, 48, 50, 52, 54, 56, 58, 60, 62, 64, 66, 68, 70, 72, 74, 76, 78, 80, 86, 88, 90, 92, 94, 96]",24 03 06 ea 0000 01 c3 0000 11 9d c0 79 0d 05 d242 3e 44 13 f3 28 41 d2 42 45 68 28 2d 2a 18 d2 42 45 68 19 71 4f ef d24245 68 19 72 09 2f,"[0, 1, 2, 3, 4, 8, 12, 16, 24, 32, 40, 48]",24 03 06 ea 000001c3 0000119d c0790d05 d2423e4413f32841 d2424568282d2a18 d242456819714fef d24245681972092f,1.0,0.36363636363636365,0.23809523809523808,1.0,0.6631578947368421,0.3846153846153846,0.3764705882352941
25,240306ea000001c30000119dc0790d05d2423e4413f32841d2424568282d2a18d242456819714fefd24245681972092f,"[0, 2, 4, 6, 8, 12, 14, 16, 20, 22, 24, 26, 28, 30, 32, 36, 38, 40, 42, 44, 46, 48, 50, 52, 54, 56, 58, 60, 62, 64, 66, 68, 70, 72, 74, 76, 78, 80, 86, 88, 90, 92, 94, 96]",24 03 06 ea 0000 01 c3 0000 11 9d c0 79 0d 05 d242 3e 44 13 f3 28 41 d2 42 45 68 28 2d 2a 18 d2 42 45 68 19 71 4f ef d24245 68 19 72 09 2f,"[0, 1, 2, 3, 4, 8, 12, 16, 24, 32, 40, 48]",24 03 06 ea 000001c3 0000119d c0790d05 d2423e4413f32841 d2424568282d2a18 d242456819714fef d24245681972092f,1.0,0.36363636363636365,0.23809523809523808,1.0,0.6631578947368421,0.3846153846153846,0.3764705882352941
26,240306ea000001c30000119dc0790d05d2423e4413f32841d2424568282d2a18d242456819714fefd24245681972092f,"[0, 2, 4, 6, 8, 12, 14, 16, 20, 22, 24, 26, 28, 30, 32, 36, 38, 40, 42, 44, 46, 48, 50, 52, 54, 56, 58, 60, 62, 64, 66, 68, 70, 72, 74, 76, 78, 80, 86, 88, 90, 92, 94, 96]",24 03 06 ea 0000 01 c3 0000 11 9d c0 79 0d 05 d242 3e 44 13 f3 28 41 d2 42 45 68 28 2d 2a 18 d2 42 45 68 19 71 4f ef d24245 68 19 72 09 2f,"[0, 1, 2, 3, 4, 8, 12, 16, 24, 32, 40, 48]",24 03 06 ea 000001c3 0000119d c0790d05 d2423e4413f32841 d2424568282d2a18 d242456819714fef d24245681972092f,1.0,0.36363636363636365,0.23809523809523808,1.0,0.6631578947368421,0.3846153846153846,0.3764705882352941
27,19050afa00000a4900002496ac120102d242417844e2f52dd2424168c1034e5ed2424168c3dcaec2d2424568c4e2f52d,"[0, 2, 4, 6, 8, 12, 14, 16, 20, 22, 24, 26, 28, 30, 32, 36, 38, 40, 42, 44, 46, 48, 50, 52, 54, 56, 58, 60, 62, 64, 66, 68, 70, 72, 74, 76, 78, 80, 86, 88, 90, 92, 94, 96]",19 05 0a fa 0000 0a 49 0000 24 96 ac 12 01 02 d242 41 78 44 e2 f5 2d d2 42 41 68 c1 03 4e 5e d2 42 41 68 c3 dc ae c2 d24245 68 c4 e2 f5 2d,"[0, 1, 2, 3, 4, 8, 12, 16, 24, 32, 40, 48]",19 05 0a fa 00000a49 00002496 ac120102 d242417844e2f52d d2424168c1034e5e d2424168c3dcaec2 d2424568c4e2f52d,1.0,0.36363636363636365,0.23809523809523808,1.0,0.6631578947368421,0.3846153846153846,0.3764705882352941
28,19050afa00000a4900002496ac120102d242417844e2f52dd2424168c1034e5ed2424168c3dcaec2d2424568c4e2f52d,"[0, 2, 4, 6, 8, 12, 14, 16, 20, 22, 24, 26, 28, 30, 32, 36, 38, 40, 42, 44, 46, 48, 50, 52, 54, 56, 58, 60, 62, 64, 66, 68, 70, 72, 74, 76, 78, 80, 86, 88, 90, 92, 94, 96]",19 05 0a fa 0000 0a 49 0000 24 96 ac 12 01 02 d242 41 78 44 e2 f5 2d d2 42 41 68 c1 03 4e 5e d2 42 41 68 c3 dc ae c2 d24245 68 c4 e2 f5 2d,"[0, 1, 2, 3, 4, 8, 12, 16, 24, 32, 40, 48]",19 05 0a fa 00000a49 00002496 ac120102 d242417844e2f52d d2424168c1034e5e d2424168c3dcaec2 d2424568c4e2f52d,1.0,0.36363636363636365,0.23809523809523808,1.0,0.6631578947368421,0.3846153846153846,0.3764705882352941
29,19040aec0000024900001a2e0a6400c8d2423feb522720e4d2424568c4e2f52dd2424568c1eb828fd2424568c1efa51e,"[0, 2, 4, 6, 8, 12, 14, 16, 20, 22, 24, 26, 28, 30, 32, 36, 38, 40, 42, 44, 46, 48, 50, 52, 54, 56, 58, 60, 62, 64, 66, 68, 70, 72, 74, 76, 78, 80, 86, 88, 90, 92, 94, 96]",19 04 0a ec 0000 02 49 0000 1a 2e 0a 64 00 c8 d242 3f eb 52 27 20 e4 d2 42 45 68 c4 e2 f5 2d d2 42 45 68 c1 eb 82 8f d24245 68 c1 ef a5 1e,"[0, 1, 2, 3, 4, 8, 12, 16, 24, 32, 40, 48]",19 04 0a ec 00000249 00001a2e 0a6400c8 d2423feb522720e4 d2424568c4e2f52d d2424568c1eb828f d2424568c1efa51e,1.0,0.36363636363636365,0.23809523809523808,1.0,0.6631578947368421,0.3846153846153846,0.3764705882352941
30,19040aec0000024900001a2e0a6400c8d2423feb522720e4d2424568c4e2f52dd2424568c1eb828fd2424568c1efa51e,"[0, 2, 4, 6, 8, 12, 14, 16, 20, 22, 24, 26, 28, 30, 32, 36, 38, 40, 42, 44, 46, 48, 50, 52, 54, 56, 58, 60, 62, 64, 66, 68, 70, 72, 74, 76, 78, 80, 86, 88, 90, 92, 94, 96]",19 04 0a ec 0000 02 49 0000 1a 2e 0a 64 00 c8 d242 3f eb 52 27 20 e4 d2 42 45 68 c4 e2 f5 2d d2 42 45 68 c1 eb 82 8f d24245 68 c1 ef a5 1e,"[0, 1, 2, 3, 4, 8, 12, 16, 24, 32, 40, 48]",19 04 0a ec 00000249 00001a2e 0a6400c8 d2423feb522720e4 d2424568c4e2f52d d2424568c1eb828f d2424568c1efa51e,1.0,0.36363636363636365,0.23809523809523808,1.0,0.6631578947368421,0.3846153846153846,0.3764705882352941
31,e30006ed000000000000003953544550d24242ae21756b08d24245681972092fd242456829b9dfd1d242456a26a31340,"[0, 2, 4, 6, 8, 12, 14, 16, 20, 22, 24, 26, 28, 30, 32, 36, 38, 40, 42, 44, 46, 48, 50, 52, 54, 56, 58, 60, 62, 64, 66, 68, 70, 72, 74, 76, 78, 80, 86, 88, 90, 92, 94, 96]",e3 00 06 ed 0000 00 00 0000 00 39 53 54 45 50 d242 42 ae 21 75 6b 08 d2 42 45 68 19 72 09 2f d2 42 45 68 29 b9 df d1 d24245 6a 26 a3 13 40,"[0, 1, 2, 3, 4, 8, 12, 16, 24, 32, 40, 48]",e3 00 06 ed 00000000 00000039 53544550 d24242ae21756b08 d24245681972092f d242456829b9dfd1 d242456a26a31340,1.0,0.36363636363636365,0.23809523809523808,1.0,0.6631578947368421,0.3846153846153846,0.3764705882352941
