Packet No.,Hexstream,Split Indexes,Splited Hexstream,True Splited Indexes,True Splited Hexstream,Correctness (Cover or In Field Num. / Inferred Field Num.),Perfection (Accurate Field Num. / Correct Field Num.),Precision,Recall,Accuracy,F1,FPR
11,0300006302f0803201000001ca005200000405120eb2ff00000052ea2db0d940000010120eb2ff0000005278041f0f40000011120eb2ff000000526b1223fc40000012120eb2ff00000052f93b8c2a40000013120eb2ff000000524d3e5a1a40000014,"[0, 6, 8, 16, 18, 24, 26, 28, 30, 34, 198]",030000 63 02f08032 01 000001 ca 00 52 0000 0405120eb2ff00000052ea2db0d940000010120eb2ff0000005278041f0f40000011120eb2ff000000526b1223fc40000012120eb2ff00000052f93b8c2a40000013120eb2ff000000524d3e5a1a40000014,"[0, 1, 2, 4, 5, 6, 7, 8, 9, 11, 13, 15, 17, 18, 19, 35, 51, 67, 83, 99]",03 00 0063 02 f0 80 32 01 0000 01ca 0052 0000 04 05 120eb2ff00000052ea2db0d940000010 120eb2ff0000005278041f0f40000011 120eb2ff000000526b1223fc40000012 120eb2ff00000052f93b8c2a40000013 120eb2ff000000524d3e5a1a40000014,0.8,0.10526315789473684,0.6666666666666666,0.3333333333333333,0.9238578680203046,0.4444444444444444,0.01675977653631285
12,0300003202f0803203000001ca0002001d00000405ff0300010000ff0300010000ff0300010000ff0300010000ff03000100,"[0, 6, 8, 16, 18, 24, 26, 28, 30, 32, 34, 100]",030000 32 02f08032 03 000001 ca 00 02 00 1d 00000405ff0300010000ff0300010000ff0300010000ff0300010000ff03000100,"[0, 1, 2, 4, 5, 6, 7, 8, 9, 11, 13, 15, 17, 18, 19, 20, 21, 26, 27, 32, 33, 38, 39, 44, 45, 50]",03 00 0032 02 f0 80 32 03 0000 01ca 0002 001d 00 00 04 05 ff03000100 00 ff03000100 00 ff03000100 00 ff03000100 00 ff03000100,0.8181818181818182,0.04,0.6,0.25,0.7777777777777778,0.35294117647058826,0.05333333333333334
13,0300006302f0803201000001cb005200000405120eb2ff00000052ea2db0d940000010120eb2ff0000005278041f0f40000011120eb2ff000000526b1223fc40000012120eb2ff00000052f93b8c2a40000013120eb2ff000000524d3e5a1a40000014,"[0, 6, 8, 16, 18, 24, 26, 28, 30, 34, 198]",030000 63 02f08032 01 000001 cb 00 52 0000 0405120eb2ff00000052ea2db0d940000010120eb2ff0000005278041f0f40000011120eb2ff000000526b1223fc40000012120eb2ff00000052f93b8c2a40000013120eb2ff000000524d3e5a1a40000014,"[0, 1, 2, 4, 5, 6, 7, 8, 9, 11, 13, 15, 17, 18, 19, 35, 51, 67, 83, 99]",03 00 0063 02 f0 80 32 01 0000 01cb 0052 0000 04 05 120eb2ff00000052ea2db0d940000010 120eb2ff0000005278041f0f40000011 120eb2ff000000526b1223fc40000012 120eb2ff00000052f93b8c2a40000013 120eb2ff000000524d3e5a1a40000014,0.8,0.10526315789473684,0.6666666666666666,0.3333333333333333,0.9238578680203046,0.4444444444444444,0.01675977653631285
14,0300003202f0803203000001cb0002001d00000405ff0300010000ff0300010000ff0300010000ff0300010000ff03000100,"[0, 6, 8, 16, 18, 24, 26, 28, 30, 32, 34, 100]",030000 32 02f08032 03 000001 cb 00 02 00 1d 00000405ff0300010000ff0300010000ff0300010000ff0300010000ff03000100,"[0, 1, 2, 4, 5, 6, 7, 8, 9, 11, 13, 15, 17, 18, 19, 20, 21, 26, 27, 32, 33, 38, 39, 44, 45, 50]",03 00 0032 02 f0 80 32 03 0000 01cb 0002 001d 00 00 04 05 ff03000100 00 ff03000100 00 ff03000100 00 ff03000100 00 ff03000100,0.8181818181818182,0.04,0.6,0.25,0.7777777777777778,0.35294117647058826,0.05333333333333334
15,0300006302f0803201000001cc005200000405120eb2ff00000052ea2db0d940000010120eb2ff0000005278041f0f40000011120eb2ff000000526b1223fc40000012120eb2ff00000052f93b8c2a40000013120eb2ff000000524d3e5a1a40000014,"[0, 6, 8, 16, 18, 24, 26, 28, 30, 34, 198]",030000 63 02f08032 01 000001 cc 00 52 0000 0405120eb2ff00000052ea2db0d940000010120eb2ff0000005278041f0f40000011120eb2ff000000526b1223fc40000012120eb2ff00000052f93b8c2a40000013120eb2ff000000524d3e5a1a40000014,"[0, 1, 2, 4, 5, 6, 7, 8, 9, 11, 13, 15, 17, 18, 19, 35, 51, 67, 83, 99]",03 00 0063 02 f0 80 32 01 0000 01cc 0052 0000 04 05 120eb2ff00000052ea2db0d940000010 120eb2ff0000005278041f0f40000011 120eb2ff000000526b1223fc40000012 120eb2ff00000052f93b8c2a40000013 120eb2ff000000524d3e5a1a40000014,0.8,0.10526315789473684,0.6666666666666666,0.3333333333333333,0.9238578680203046,0.4444444444444444,0.01675977653631285
16,0300003202f0803203000001cc0002001d00000405ff0300010000ff0300010000ff0300010000ff0300010000ff03000100,"[0, 6, 8, 16, 18, 24, 26, 28, 30, 32, 34, 100]",030000 32 02f08032 03 000001 cc 00 02 00 1d 00000405ff0300010000ff0300010000ff0300010000ff0300010000ff03000100,"[0, 1, 2, 4, 5, 6, 7, 8, 9, 11, 13, 15, 17, 18, 19, 20, 21, 26, 27, 32, 33, 38, 39, 44, 45, 50]",03 00 0032 02 f0 80 32 03 0000 01cc 0002 001d 00 00 04 05 ff03000100 00 ff03000100 00 ff03000100 00 ff03000100 00 ff03000100,0.8181818181818182,0.04,0.6,0.25,0.7777777777777778,0.35294117647058826,0.05333333333333334
17,0300006302f0803201000001cd005200000405120eb2ff00000052ea2db0d940000010120eb2ff0000005278041f0f40000011120eb2ff000000526b1223fc40000012120eb2ff00000052f93b8c2a40000013120eb2ff000000524d3e5a1a40000014,"[0, 6, 8, 16, 18, 24, 26, 28, 30, 34, 198]",030000 63 02f08032 01 000001 cd 00 52 0000 0405120eb2ff00000052ea2db0d940000010120eb2ff0000005278041f0f40000011120eb2ff000000526b1223fc40000012120eb2ff00000052f93b8c2a40000013120eb2ff000000524d3e5a1a40000014,"[0, 1, 2, 4, 5, 6, 7, 8, 9, 11, 13, 15, 17, 18, 19, 35, 51, 67, 83, 99]",03 00 0063 02 f0 80 32 01 0000 01cd 0052 0000 04 05 120eb2ff00000052ea2db0d940000010 120eb2ff0000005278041f0f40000011 120eb2ff000000526b1223fc40000012 120eb2ff00000052f93b8c2a40000013 120eb2ff000000524d3e5a1a40000014,0.8,0.10526315789473684,0.6666666666666666,0.3333333333333333,0.9238578680203046,0.4444444444444444,0.01675977653631285
18,0300003202f0803203000001cd0002001d00000405ff0300010000ff0300010000ff0300010000ff0300010000ff03000100,"[0, 6, 8, 16, 18, 24, 26, 28, 30, 32, 34, 100]",030000 32 02f08032 03 000001 cd 00 02 00 1d 00000405ff0300010000ff0300010000ff0300010000ff0300010000ff03000100,"[0, 1, 2, 4, 5, 6, 7, 8, 9, 11, 13, 15, 17, 18, 19, 20, 21, 26, 27, 32, 33, 38, 39, 44, 45, 50]",03 00 0032 02 f0 80 32 03 0000 01cd 0002 001d 00 00 04 05 ff03000100 00 ff03000100 00 ff03000100 00 ff03000100 00 ff03000100,0.8181818181818182,0.04,0.6,0.25,0.7777777777777778,0.35294117647058826,0.05333333333333334
19,0300006302f0803201000001ce005200000405120eb2ff00000052ea2db0d940000010120eb2ff0000005278041f0f40000011120eb2ff000000526b1223fc40000012120eb2ff00000052f93b8c2a40000013120eb2ff000000524d3e5a1a40000014,"[0, 6, 8, 16, 18, 24, 26, 28, 30, 34, 198]",030000 63 02f08032 01 000001 ce 00 52 0000 0405120eb2ff00000052ea2db0d940000010120eb2ff0000005278041f0f40000011120eb2ff000000526b1223fc40000012120eb2ff00000052f93b8c2a40000013120eb2ff000000524d3e5a1a40000014,"[0, 1, 2, 4, 5, 6, 7, 8, 9, 11, 13, 15, 17, 18, 19, 35, 51, 67, 83, 99]",03 00 0063 02 f0 80 32 01 0000 01ce 0052 0000 04 05 120eb2ff00000052ea2db0d940000010 120eb2ff0000005278041f0f40000011 120eb2ff000000526b1223fc40000012 120eb2ff00000052f93b8c2a40000013 120eb2ff000000524d3e5a1a40000014,0.8,0.10526315789473684,0.6666666666666666,0.3333333333333333,0.9238578680203046,0.4444444444444444,0.01675977653631285
20,0300003202f0803203000001ce0002001d00000405ff0300010000ff0300010000ff0300010000ff0300010000ff03000100,"[0, 6, 8, 16, 18, 24, 26, 28, 30, 32, 34, 100]",030000 32 02f08032 03 000001 ce 00 02 00 1d 00000405ff0300010000ff0300010000ff0300010000ff0300010000ff03000100,"[0, 1, 2, 4, 5, 6, 7, 8, 9, 11, 13, 15, 17, 18, 19, 20, 21, 26, 27, 32, 33, 38, 39, 44, 45, 50]",03 00 0032 02 f0 80 32 03 0000 01ce 0002 001d 00 00 04 05 ff03000100 00 ff03000100 00 ff03000100 00 ff03000100 00 ff03000100,0.8181818181818182,0.04,0.6,0.25,0.7777777777777778,0.35294117647058826,0.05333333333333334
21,0300006302f0803201000001cf005200000405120eb2ff00000052ea2db0d940000010120eb2ff0000005278041f0f40000011120eb2ff000000526b1223fc40000012120eb2ff00000052f93b8c2a40000013120eb2ff000000524d3e5a1a40000014,"[0, 6, 8, 16, 18, 24, 26, 28, 30, 34, 198]",030000 63 02f08032 01 000001 cf 00 52 0000 0405120eb2ff00000052ea2db0d940000010120eb2ff0000005278041f0f40000011120eb2ff000000526b1223fc40000012120eb2ff00000052f93b8c2a40000013120eb2ff000000524d3e5a1a40000014,"[0, 1, 2, 4, 5, 6, 7, 8, 9, 11, 13, 15, 17, 18, 19, 35, 51, 67, 83, 99]",03 00 0063 02 f0 80 32 01 0000 01cf 0052 0000 04 05 120eb2ff00000052ea2db0d940000010 120eb2ff0000005278041f0f40000011 120eb2ff000000526b1223fc40000012 120eb2ff00000052f93b8c2a40000013 120eb2ff000000524d3e5a1a40000014,0.8,0.10526315789473684,0.6666666666666666,0.3333333333333333,0.9238578680203046,0.4444444444444444,0.01675977653631285
22,0300003202f0803203000001cf0002001d00000405ff0300010000ff0300010000ff0300010000ff0300010000ff03000100,"[0, 6, 8, 16, 18, 24, 26, 28, 30, 32, 34, 100]",030000 32 02f08032 03 000001 cf 00 02 00 1d 00000405ff0300010000ff0300010000ff0300010000ff0300010000ff03000100,"[0, 1, 2, 4, 5, 6, 7, 8, 9, 11, 13, 15, 17, 18, 19, 20, 21, 26, 27, 32, 33, 38, 39, 44, 45, 50]",03 00 0032 02 f0 80 32 03 0000 01cf 0002 001d 00 00 04 05 ff03000100 00 ff03000100 00 ff03000100 00 ff03000100 00 ff03000100,0.8181818181818182,0.04,0.6,0.25,0.7777777777777778,0.35294117647058826,0.05333333333333334
23,0300006302f0803201000001d0005200000405120eb2ff00000052ea2db0d940000010120eb2ff0000005278041f0f40000011120eb2ff000000526b1223fc40000012120eb2ff00000052f93b8c2a40000013120eb2ff000000524d3e5a1a40000014,"[0, 6, 8, 16, 18, 24, 26, 28, 30, 34, 198]",030000 63 02f08032 01 000001 d0 00 52 0000 0405120eb2ff00000052ea2db0d940000010120eb2ff0000005278041f0f40000011120eb2ff000000526b1223fc40000012120eb2ff00000052f93b8c2a40000013120eb2ff000000524d3e5a1a40000014,"[0, 1, 2, 4, 5, 6, 7, 8, 9, 11, 13, 15, 17, 18, 19, 35, 51, 67, 83, 99]",03 00 0063 02 f0 80 32 01 0000 01d0 0052 0000 04 05 120eb2ff00000052ea2db0d940000010 120eb2ff0000005278041f0f40000011 120eb2ff000000526b1223fc40000012 120eb2ff00000052f93b8c2a40000013 120eb2ff000000524d3e5a1a40000014,0.8,0.10526315789473684,0.6666666666666666,0.3333333333333333,0.9238578680203046,0.4444444444444444,0.01675977653631285
24,0300003202f0803203000001d00002001d00000405ff0300010000ff0300010000ff0300010000ff0300010000ff03000100,"[0, 6, 8, 16, 18, 24, 26, 28, 30, 32, 34, 100]",030000 32 02f08032 03 000001 d0 00 02 00 1d 00000405ff0300010000ff0300010000ff0300010000ff0300010000ff03000100,"[0, 1, 2, 4, 5, 6, 7, 8, 9, 11, 13, 15, 17, 18, 19, 20, 21, 26, 27, 32, 33, 38, 39, 44, 45, 50]",03 00 0032 02 f0 80 32 03 0000 01d0 0002 001d 00 00 04 05 ff03000100 00 ff03000100 00 ff03000100 00 ff03000100 00 ff03000100,0.8181818181818182,0.04,0.6,0.25,0.7777777777777778,0.35294117647058826,0.05333333333333334
25,0300006302f0803201000001d1005200000405120eb2ff00000052ea2db0d940000010120eb2ff0000005278041f0f40000011120eb2ff000000526b1223fc40000012120eb2ff00000052f93b8c2a40000013120eb2ff000000524d3e5a1a40000014,"[0, 6, 8, 16, 18, 24, 26, 28, 30, 34, 198]",030000 63 02f08032 01 000001 d1 00 52 0000 0405120eb2ff00000052ea2db0d940000010120eb2ff0000005278041f0f40000011120eb2ff000000526b1223fc40000012120eb2ff00000052f93b8c2a40000013120eb2ff000000524d3e5a1a40000014,"[0, 1, 2, 4, 5, 6, 7, 8, 9, 11, 13, 15, 17, 18, 19, 35, 51, 67, 83, 99]",03 00 0063 02 f0 80 32 01 0000 01d1 0052 0000 04 05 120eb2ff00000052ea2db0d940000010 120eb2ff0000005278041f0f40000011 120eb2ff000000526b1223fc40000012 120eb2ff00000052f93b8c2a40000013 120eb2ff000000524d3e5a1a40000014,0.8,0.10526315789473684,0.6666666666666666,0.3333333333333333,0.9238578680203046,0.4444444444444444,0.01675977653631285
26,0300003202f0803203000001d10002001d00000405ff0300010000ff0300010000ff0300010000ff0300010000ff03000100,"[0, 6, 8, 16, 18, 24, 26, 28, 30, 32, 34, 100]",030000 32 02f08032 03 000001 d1 00 02 00 1d 00000405ff0300010000ff0300010000ff0300010000ff0300010000ff03000100,"[0, 1, 2, 4, 5, 6, 7, 8, 9, 11, 13, 15, 17, 18, 19, 20, 21, 26, 27, 32, 33, 38, 39, 44, 45, 50]",03 00 0032 02 f0 80 32 03 0000 01d1 0002 001d 00 00 04 05 ff03000100 00 ff03000100 00 ff03000100 00 ff03000100 00 ff03000100,0.8181818181818182,0.04,0.6,0.25,0.7777777777777778,0.35294117647058826,0.05333333333333334
27,0300006302f0803201000001d2005200000405120eb2ff00000052ea2db0d940000010120eb2ff0000005278041f0f40000011120eb2ff000000526b1223fc40000012120eb2ff00000052f93b8c2a40000013120eb2ff000000524d3e5a1a40000014,"[0, 6, 8, 16, 18, 24, 26, 28, 30, 34, 198]",030000 63 02f08032 01 000001 d2 00 52 0000 0405120eb2ff00000052ea2db0d940000010120eb2ff0000005278041f0f40000011120eb2ff000000526b1223fc40000012120eb2ff00000052f93b8c2a40000013120eb2ff000000524d3e5a1a40000014,"[0, 1, 2, 4, 5, 6, 7, 8, 9, 11, 13, 15, 17, 18, 19, 35, 51, 67, 83, 99]",03 00 0063 02 f0 80 32 01 0000 01d2 0052 0000 04 05 120eb2ff00000052ea2db0d940000010 120eb2ff0000005278041f0f40000011 120eb2ff000000526b1223fc40000012 120eb2ff00000052f93b8c2a40000013 120eb2ff000000524d3e5a1a40000014,0.8,0.10526315789473684,0.6666666666666666,0.3333333333333333,0.9238578680203046,0.4444444444444444,0.01675977653631285
28,0300003202f0803203000001d20002001d00000405ff0300010000ff0300010000ff0300010000ff0300010000ff03000100,"[0, 6, 8, 16, 18, 24, 26, 28, 30, 32, 34, 100]",030000 32 02f08032 03 000001 d2 00 02 00 1d 00000405ff0300010000ff0300010000ff0300010000ff0300010000ff03000100,"[0, 1, 2, 4, 5, 6, 7, 8, 9, 11, 13, 15, 17, 18, 19, 20, 21, 26, 27, 32, 33, 38, 39, 44, 45, 50]",03 00 0032 02 f0 80 32 03 0000 01d2 0002 001d 00 00 04 05 ff03000100 00 ff03000100 00 ff03000100 00 ff03000100 00 ff03000100,0.8181818181818182,0.04,0.6,0.25,0.7777777777777778,0.35294117647058826,0.05333333333333334
29,0300006302f0803201000001d3005200000405120eb2ff00000052ea2db0d940000010120eb2ff0000005278041f0f40000011120eb2ff000000526b1223fc40000012120eb2ff00000052f93b8c2a40000013120eb2ff000000524d3e5a1a40000014,"[0, 6, 8, 16, 18, 24, 26, 28, 30, 34, 198]",030000 63 02f08032 01 000001 d3 00 52 0000 0405120eb2ff00000052ea2db0d940000010120eb2ff0000005278041f0f40000011120eb2ff000000526b1223fc40000012120eb2ff00000052f93b8c2a40000013120eb2ff000000524d3e5a1a40000014,"[0, 1, 2, 4, 5, 6, 7, 8, 9, 11, 13, 15, 17, 18, 19, 35, 51, 67, 83, 99]",03 00 0063 02 f0 80 32 01 0000 01d3 0052 0000 04 05 120eb2ff00000052ea2db0d940000010 120eb2ff0000005278041f0f40000011 120eb2ff000000526b1223fc40000012 120eb2ff00000052f93b8c2a40000013 120eb2ff000000524d3e5a1a40000014,0.8,0.10526315789473684,0.6666666666666666,0.3333333333333333,0.9238578680203046,0.4444444444444444,0.01675977653631285
30,0300003202f0803203000001d30002001d00000405ff0300010000ff0300010000ff0300010000ff0300010000ff03000100,"[0, 6, 8, 16, 18, 24, 26, 28, 30, 32, 34, 100]",030000 32 02f08032 03 000001 d3 00 02 00 1d 00000405ff0300010000ff0300010000ff0300010000ff0300010000ff03000100,"[0, 1, 2, 4, 5, 6, 7, 8, 9, 11, 13, 15, 17, 18, 19, 20, 21, 26, 27, 32, 33, 38, 39, 44, 45, 50]",03 00 0032 02 f0 80 32 03 0000 01d3 0002 001d 00 00 04 05 ff03000100 00 ff03000100 00 ff03000100 00 ff03000100 00 ff03000100,0.8181818181818182,0.04,0.6,0.25,0.7777777777777778,0.35294117647058826,0.05333333333333334
31,0300006302f0803201000001d4005200000405120eb2ff00000052ea2db0d940000010120eb2ff0000005278041f0f40000011120eb2ff000000526b1223fc40000012120eb2ff00000052f93b8c2a40000013120eb2ff000000524d3e5a1a40000014,"[0, 6, 8, 16, 18, 24, 26, 28, 30, 34, 198]",030000 63 02f08032 01 000001 d4 00 52 0000 0405120eb2ff00000052ea2db0d940000010120eb2ff0000005278041f0f40000011120eb2ff000000526b1223fc40000012120eb2ff00000052f93b8c2a40000013120eb2ff000000524d3e5a1a40000014,"[0, 1, 2, 4, 5, 6, 7, 8, 9, 11, 13, 15, 17, 18, 19, 35, 51, 67, 83, 99]",03 00 0063 02 f0 80 32 01 0000 01d4 0052 0000 04 05 120eb2ff00000052ea2db0d940000010 120eb2ff0000005278041f0f40000011 120eb2ff000000526b1223fc40000012 120eb2ff00000052f93b8c2a40000013 120eb2ff000000524d3e5a1a40000014,0.8,0.10526315789473684,0.6666666666666666,0.3333333333333333,0.9238578680203046,0.4444444444444444,0.01675977653631285
