Packet No.,Hexstream,Split Indexes,Splited Hexstream,True Splited Indexes,True Splited Hexstream,Correctness (Cover or In Field Num. / Inferred Field Num.),Perfection (Accurate Field Num. / Correct Field Num.),Precision,Recall,Accuracy,F1,FPR
11,804a00000001000000000000096c6f63616c686f73740000010001,"[0, 2, 4, 6, 8, 24, 54]",80 4a 00 00 0001000000000000 096c6f63616c686f73740000010001,"[0, 2, 4, 6, 8, 10, 12, 23, 25, 27]",804a 0000 0001 0000 0000 0000 096c6f63616c686f737400 0001 0001,1.0,0.0,0.6,0.375,0.8679245283018868,0.4615384615384615,0.044444444444444446
12,ab2b010000010000000000000474696d65046e69737403676f760000010001,"[0, 2, 4, 6, 8, 24, 26, 28, 30, 32, 34, 36, 38, 40, 42, 44, 46, 48, 50, 52, 62]",ab 2b 01 00 0001000000000000 04 74 69 6d 65 04 6e 69 73 74 03 67 6f 76 0000010001,"[0, 2, 4, 6, 8, 10, 12, 27, 29, 31]",ab2b 0100 0001 0000 0000 0000 0474696d65046e69737403676f7600 0001 0001,0.95,0.0,0.15789473684210525,0.375,0.6557377049180327,0.22222222222222218,0.3018867924528302
13,ab2b818500010000000000000474696d65046e69737403676f760000010001,"[0, 2, 4, 6, 8, 24, 62]",ab 2b 81 85 0001000000000000 0474696d65046e69737403676f760000010001,"[0, 2, 4, 6, 8, 10, 12, 27, 29, 31]",ab2b 8185 0001 0000 0000 0000 0474696d65046e69737403676f7600 0001 0001,1.0,0.0,0.6,0.375,0.8852459016393442,0.4615384615384615,0.03773584905660377
14,ab2c010000010000000000000474696d65046e69737403676f760000010001,"[0, 2, 4, 6, 8, 24, 26, 28, 30, 32, 34, 36, 38, 40, 42, 44, 46, 48, 50, 52, 62]",ab 2c 01 00 0001000000000000 04 74 69 6d 65 04 6e 69 73 74 03 67 6f 76 0000010001,"[0, 2, 4, 6, 8, 10, 12, 27, 29, 31]",ab2c 0100 0001 0000 0000 0000 0474696d65046e69737403676f7600 0001 0001,0.95,0.0,0.15789473684210525,0.375,0.6557377049180327,0.22222222222222218,0.3018867924528302
15,ab2c818500010000000000000474696d65046e69737403676f760000010001,"[0, 2, 4, 6, 8, 24, 62]",ab 2c 81 85 0001000000000000 0474696d65046e69737403676f760000010001,"[0, 2, 4, 6, 8, 10, 12, 27, 29, 31]",ab2c 8185 0001 0000 0000 0000 0474696d65046e69737403676f7600 0001 0001,1.0,0.0,0.6,0.375,0.8852459016393442,0.4615384615384615,0.03773584905660377
16,ab2d010000010000000000000474696d65046e69737403676f760000010001,"[0, 2, 4, 6, 8, 24, 26, 28, 30, 32, 34, 36, 38, 40, 42, 44, 46, 48, 50, 52, 62]",ab 2d 01 00 0001000000000000 04 74 69 6d 65 04 6e 69 73 74 03 67 6f 76 0000010001,"[0, 2, 4, 6, 8, 10, 12, 27, 29, 31]",ab2d 0100 0001 0000 0000 0000 0474696d65046e69737403676f7600 0001 0001,0.95,0.0,0.15789473684210525,0.375,0.6557377049180327,0.22222222222222218,0.3018867924528302
17,ab2d818500010000000000000474696d65046e69737403676f760000010001,"[0, 2, 4, 6, 8, 24, 62]",ab 2d 81 85 0001000000000000 0474696d65046e69737403676f760000010001,"[0, 2, 4, 6, 8, 10, 12, 27, 29, 31]",ab2d 8185 0001 0000 0000 0000 0474696d65046e69737403676f7600 0001 0001,1.0,0.0,0.6,0.375,0.8852459016393442,0.4615384615384615,0.03773584905660377
18,000201000001000000000000046e74703105646c696e6b03636f6d0000010001,"[0, 2, 4, 6, 8, 24, 26, 28, 30, 32, 34, 36, 38, 40, 42, 44, 46, 48, 50, 52, 54, 64]",00 02 01 00 0001000000000000 04 6e 74 70 31 05 64 6c 69 6e 6b 03 63 6f 6d 0000010001,"[0, 2, 4, 6, 8, 10, 12, 28, 30, 32]",0002 0100 0001 0000 0000 0000 046e74703105646c696e6b03636f6d00 0001 0001,0.9523809523809523,0.0,0.15,0.375,0.6507936507936508,0.21428571428571425,0.3090909090909091
19,ab2e010000010000000000000474696d65046e69737403676f760000010001,"[0, 2, 4, 6, 8, 24, 26, 28, 30, 32, 34, 36, 38, 40, 42, 44, 46, 48, 50, 52, 62]",ab 2e 01 00 0001000000000000 04 74 69 6d 65 04 6e 69 73 74 03 67 6f 76 0000010001,"[0, 2, 4, 6, 8, 10, 12, 27, 29, 31]",ab2e 0100 0001 0000 0000 0000 0474696d65046e69737403676f7600 0001 0001,0.95,0.0,0.15789473684210525,0.375,0.6557377049180327,0.22222222222222218,0.3018867924528302
20,ab2e818500010000000000000474696d65046e69737403676f760000010001,"[0, 2, 4, 6, 8, 24, 62]",ab 2e 81 85 0001000000000000 0474696d65046e69737403676f760000010001,"[0, 2, 4, 6, 8, 10, 12, 27, 29, 31]",ab2e 8185 0001 0000 0000 0000 0474696d65046e69737403676f7600 0001 0001,1.0,0.0,0.6,0.375,0.8852459016393442,0.4615384615384615,0.03773584905660377
21,ab2f010000010000000000000474696d65046e69737403676f760000010001,"[0, 2, 4, 6, 8, 24, 26, 28, 30, 32, 34, 36, 38, 40, 42, 44, 46, 48, 50, 52, 62]",ab 2f 01 00 0001000000000000 04 74 69 6d 65 04 6e 69 73 74 03 67 6f 76 0000010001,"[0, 2, 4, 6, 8, 10, 12, 27, 29, 31]",ab2f 0100 0001 0000 0000 0000 0474696d65046e69737403676f7600 0001 0001,0.95,0.0,0.15789473684210525,0.375,0.6557377049180327,0.22222222222222218,0.3018867924528302
22,ab2f818500010000000000000474696d65046e69737403676f760000010001,"[0, 2, 4, 6, 8, 24, 62]",ab 2f 81 85 0001000000000000 0474696d65046e69737403676f760000010001,"[0, 2, 4, 6, 8, 10, 12, 27, 29, 31]",ab2f 8185 0001 0000 0000 0000 0474696d65046e69737403676f7600 0001 0001,1.0,0.0,0.6,0.375,0.8852459016393442,0.4615384615384615,0.03773584905660377
23,e5eb00000001000000000000096c6f63616c686f73740000010001,"[0, 2, 4, 6, 8, 24, 54]",e5 eb 00 00 0001000000000000 096c6f63616c686f73740000010001,"[0, 2, 4, 6, 8, 10, 12, 23, 25, 27]",e5eb 0000 0001 0000 0000 0000 096c6f63616c686f737400 0001 0001,1.0,0.0,0.6,0.375,0.8679245283018868,0.4615384615384615,0.044444444444444446
24,000301000001000000000000046e74703105646c696e6b03636f6d0000010001,"[0, 2, 4, 6, 8, 24, 26, 28, 30, 32, 34, 36, 38, 40, 42, 44, 46, 48, 50, 52, 54, 64]",00 03 01 00 0001000000000000 04 6e 74 70 31 05 64 6c 69 6e 6b 03 63 6f 6d 0000010001,"[0, 2, 4, 6, 8, 10, 12, 28, 30, 32]",0003 0100 0001 0000 0000 0000 046e74703105646c696e6b03636f6d00 0001 0001,0.9523809523809523,0.0,0.15,0.375,0.6507936507936508,0.21428571428571425,0.3090909090909091
25,ab30010000010000000000000474696d65046e69737403676f760000010001,"[0, 2, 4, 6, 8, 24, 26, 28, 30, 32, 34, 36, 38, 40, 42, 44, 46, 48, 50, 52, 62]",ab 30 01 00 0001000000000000 04 74 69 6d 65 04 6e 69 73 74 03 67 6f 76 0000010001,"[0, 2, 4, 6, 8, 10, 12, 27, 29, 31]",ab30 0100 0001 0000 0000 0000 0474696d65046e69737403676f7600 0001 0001,0.95,0.0,0.15789473684210525,0.375,0.6557377049180327,0.22222222222222218,0.3018867924528302
26,ab30818500010000000000000474696d65046e69737403676f760000010001,"[0, 2, 4, 6, 8, 24, 62]",ab 30 81 85 0001000000000000 0474696d65046e69737403676f760000010001,"[0, 2, 4, 6, 8, 10, 12, 27, 29, 31]",ab30 8185 0001 0000 0000 0000 0474696d65046e69737403676f7600 0001 0001,1.0,0.0,0.6,0.375,0.8852459016393442,0.4615384615384615,0.03773584905660377
27,ab31010000010000000000000474696d65046e69737403676f760000010001,"[0, 2, 4, 6, 8, 24, 26, 28, 30, 32, 34, 36, 38, 40, 42, 44, 46, 48, 50, 52, 62]",ab 31 01 00 0001000000000000 04 74 69 6d 65 04 6e 69 73 74 03 67 6f 76 0000010001,"[0, 2, 4, 6, 8, 10, 12, 27, 29, 31]",ab31 0100 0001 0000 0000 0000 0474696d65046e69737403676f7600 0001 0001,0.95,0.0,0.15789473684210525,0.375,0.6557377049180327,0.22222222222222218,0.3018867924528302
28,ab31818500010000000000000474696d65046e69737403676f760000010001,"[0, 2, 4, 6, 8, 24, 62]",ab 31 81 85 0001000000000000 0474696d65046e69737403676f760000010001,"[0, 2, 4, 6, 8, 10, 12, 27, 29, 31]",ab31 8185 0001 0000 0000 0000 0474696d65046e69737403676f7600 0001 0001,1.0,0.0,0.6,0.375,0.8852459016393442,0.4615384615384615,0.03773584905660377
29,ab32010000010000000000000474696d65046e69737403676f760000010001,"[0, 2, 4, 6, 8, 24, 26, 28, 30, 32, 34, 36, 38, 40, 42, 44, 46, 48, 50, 52, 62]",ab 32 01 00 0001000000000000 04 74 69 6d 65 04 6e 69 73 74 03 67 6f 76 0000010001,"[0, 2, 4, 6, 8, 10, 12, 27, 29, 31]",ab32 0100 0001 0000 0000 0000 0474696d65046e69737403676f7600 0001 0001,0.95,0.0,0.15789473684210525,0.375,0.6557377049180327,0.22222222222222218,0.3018867924528302
30,ab32818500010000000000000474696d65046e69737403676f760000010001,"[0, 2, 4, 6, 8, 24, 62]",ab 32 81 85 0001000000000000 0474696d65046e69737403676f760000010001,"[0, 2, 4, 6, 8, 10, 12, 27, 29, 31]",ab32 8185 0001 0000 0000 0000 0474696d65046e69737403676f7600 0001 0001,1.0,0.0,0.6,0.375,0.8852459016393442,0.4615384615384615,0.03773584905660377
31,000401000001000000000000046e74703105646c696e6b03636f6d0000010001,"[0, 2, 4, 6, 8, 24, 26, 28, 30, 32, 34, 36, 38, 40, 42, 44, 46, 48, 50, 52, 54, 64]",00 04 01 00 0001000000000000 04 6e 74 70 31 05 64 6c 69 6e 6b 03 63 6f 6d 0000010001,"[0, 2, 4, 6, 8, 10, 12, 28, 30, 32]",0004 0100 0001 0000 0000 0000 046e74703105646c696e6b03636f6d00 0001 0001,0.9523809523809523,0.0,0.15,0.375,0.6507936507936508,0.21428571428571425,0.3090909090909091
32,ab33010000010000000000000474696d65046e69737403676f760000010001,"[0, 2, 4, 6, 8, 24, 26, 28, 30, 32, 34, 36, 38, 40, 42, 44, 46, 48, 50, 52, 62]",ab 33 01 00 0001000000000000 04 74 69 6d 65 04 6e 69 73 74 03 67 6f 76 0000010001,"[0, 2, 4, 6, 8, 10, 12, 27, 29, 31]",ab33 0100 0001 0000 0000 0000 0474696d65046e69737403676f7600 0001 0001,0.95,0.0,0.15789473684210525,0.375,0.6557377049180327,0.22222222222222218,0.3018867924528302
33,ab33818500010000000000000474696d65046e69737403676f760000010001,"[0, 2, 4, 6, 8, 24, 62]",ab 33 81 85 0001000000000000 0474696d65046e69737403676f760000010001,"[0, 2, 4, 6, 8, 10, 12, 27, 29, 31]",ab33 8185 0001 0000 0000 0000 0474696d65046e69737403676f7600 0001 0001,1.0,0.0,0.6,0.375,0.8852459016393442,0.4615384615384615,0.03773584905660377
34,ab34010000010000000000000474696d65046e69737403676f760000010001,"[0, 2, 4, 6, 8, 24, 26, 28, 30, 32, 34, 36, 38, 40, 42, 44, 46, 48, 50, 52, 62]",ab 34 01 00 0001000000000000 04 74 69 6d 65 04 6e 69 73 74 03 67 6f 76 0000010001,"[0, 2, 4, 6, 8, 10, 12, 27, 29, 31]",ab34 0100 0001 0000 0000 0000 0474696d65046e69737403676f7600 0001 0001,0.95,0.0,0.15789473684210525,0.375,0.6557377049180327,0.22222222222222218,0.3018867924528302
35,ab34818500010000000000000474696d65046e69737403676f760000010001,"[0, 2, 4, 6, 8, 24, 62]",ab 34 81 85 0001000000000000 0474696d65046e69737403676f760000010001,"[0, 2, 4, 6, 8, 10, 12, 27, 29, 31]",ab34 8185 0001 0000 0000 0000 0474696d65046e69737403676f7600 0001 0001,1.0,0.0,0.6,0.375,0.8852459016393442,0.4615384615384615,0.03773584905660377
36,942200000001000000000000096c6f63616c686f73740000010001,"[0, 2, 4, 6, 8, 24, 54]",94 22 00 00 0001000000000000 096c6f63616c686f73740000010001,"[0, 2, 4, 6, 8, 10, 12, 23, 25, 27]",9422 0000 0001 0000 0000 0000 096c6f63616c686f737400 0001 0001,1.0,0.0,0.6,0.375,0.8679245283018868,0.4615384615384615,0.044444444444444446
37,ab35010000010000000000000474696d65046e69737403676f760000010001,"[0, 2, 4, 6, 8, 24, 26, 28, 30, 32, 34, 36, 38, 40, 42, 44, 46, 48, 50, 52, 62]",ab 35 01 00 0001000000000000 04 74 69 6d 65 04 6e 69 73 74 03 67 6f 76 0000010001,"[0, 2, 4, 6, 8, 10, 12, 27, 29, 31]",ab35 0100 0001 0000 0000 0000 0474696d65046e69737403676f7600 0001 0001,0.95,0.0,0.15789473684210525,0.375,0.6557377049180327,0.22222222222222218,0.3018867924528302
38,ab35818500010000000000000474696d65046e69737403676f760000010001,"[0, 2, 4, 6, 8, 24, 62]",ab 35 81 85 0001000000000000 0474696d65046e69737403676f760000010001,"[0, 2, 4, 6, 8, 10, 12, 27, 29, 31]",ab35 8185 0001 0000 0000 0000 0474696d65046e69737403676f7600 0001 0001,1.0,0.0,0.6,0.375,0.8852459016393442,0.4615384615384615,0.03773584905660377
39,ab36010000010000000000000474696d65046e69737403676f760000010001,"[0, 2, 4, 6, 8, 24, 26, 28, 30, 32, 34, 36, 38, 40, 42, 44, 46, 48, 50, 52, 62]",ab 36 01 00 0001000000000000 04 74 69 6d 65 04 6e 69 73 74 03 67 6f 76 0000010001,"[0, 2, 4, 6, 8, 10, 12, 27, 29, 31]",ab36 0100 0001 0000 0000 0000 0474696d65046e69737403676f7600 0001 0001,0.95,0.0,0.15789473684210525,0.375,0.6557377049180327,0.22222222222222218,0.3018867924528302
40,ab36818500010000000000000474696d65046e69737403676f760000010001,"[0, 2, 4, 6, 8, 24, 62]",ab 36 81 85 0001000000000000 0474696d65046e69737403676f760000010001,"[0, 2, 4, 6, 8, 10, 12, 27, 29, 31]",ab36 8185 0001 0000 0000 0000 0474696d65046e69737403676f7600 0001 0001,1.0,0.0,0.6,0.375,0.8852459016393442,0.4615384615384615,0.03773584905660377
41,ab37010000010000000000000474696d65046e69737403676f760000010001,"[0, 2, 4, 6, 8, 24, 26, 28, 30, 32, 34, 36, 38, 40, 42, 44, 46, 48, 50, 52, 62]",ab 37 01 00 0001000000000000 04 74 69 6d 65 04 6e 69 73 74 03 67 6f 76 0000010001,"[0, 2, 4, 6, 8, 10, 12, 27, 29, 31]",ab37 0100 0001 0000 0000 0000 0474696d65046e69737403676f7600 0001 0001,0.95,0.0,0.15789473684210525,0.375,0.6557377049180327,0.22222222222222218,0.3018867924528302
42,ab37818500010000000000000474696d65046e69737403676f760000010001,"[0, 2, 4, 6, 8, 24, 62]",ab 37 81 85 0001000000000000 0474696d65046e69737403676f760000010001,"[0, 2, 4, 6, 8, 10, 12, 27, 29, 31]",ab37 8185 0001 0000 0000 0000 0474696d65046e69737403676f7600 0001 0001,1.0,0.0,0.6,0.375,0.8852459016393442,0.4615384615384615,0.03773584905660377
43,ab38010000010000000000000474696d65046e69737403676f760000010001,"[0, 2, 4, 6, 8, 24, 26, 28, 30, 32, 34, 36, 38, 40, 42, 44, 46, 48, 50, 52, 62]",ab 38 01 00 0001000000000000 04 74 69 6d 65 04 6e 69 73 74 03 67 6f 76 0000010001,"[0, 2, 4, 6, 8, 10, 12, 27, 29, 31]",ab38 0100 0001 0000 0000 0000 0474696d65046e69737403676f7600 0001 0001,0.95,0.0,0.15789473684210525,0.375,0.6557377049180327,0.22222222222222218,0.3018867924528302
44,ab38818500010000000000000474696d65046e69737403676f760000010001,"[0, 2, 4, 6, 8, 24, 62]",ab 38 81 85 0001000000000000 0474696d65046e69737403676f760000010001,"[0, 2, 4, 6, 8, 10, 12, 27, 29, 31]",ab38 8185 0001 0000 0000 0000 0474696d65046e69737403676f7600 0001 0001,1.0,0.0,0.6,0.375,0.8852459016393442,0.4615384615384615,0.03773584905660377
45,ab39010000010000000000000474696d65046e69737403676f760000010001,"[0, 2, 4, 6, 8, 24, 26, 28, 30, 32, 34, 36, 38, 40, 42, 44, 46, 48, 50, 52, 62]",ab 39 01 00 0001000000000000 04 74 69 6d 65 04 6e 69 73 74 03 67 6f 76 0000010001,"[0, 2, 4, 6, 8, 10, 12, 27, 29, 31]",ab39 0100 0001 0000 0000 0000 0474696d65046e69737403676f7600 0001 0001,0.95,0.0,0.15789473684210525,0.375,0.6557377049180327,0.22222222222222218,0.3018867924528302
46,ab39818500010000000000000474696d65046e69737403676f760000010001,"[0, 2, 4, 6, 8, 24, 62]",ab 39 81 85 0001000000000000 0474696d65046e69737403676f760000010001,"[0, 2, 4, 6, 8, 10, 12, 27, 29, 31]",ab39 8185 0001 0000 0000 0000 0474696d65046e69737403676f7600 0001 0001,1.0,0.0,0.6,0.375,0.8852459016393442,0.4615384615384615,0.03773584905660377
47,cd5a00000001000000000000096c6f63616c686f73740000010001,"[0, 2, 4, 6, 8, 24, 54]",cd 5a 00 00 0001000000000000 096c6f63616c686f73740000010001,"[0, 2, 4, 6, 8, 10, 12, 23, 25, 27]",cd5a 0000 0001 0000 0000 0000 096c6f63616c686f737400 0001 0001,1.0,0.0,0.6,0.375,0.8679245283018868,0.4615384615384615,0.044444444444444446
48,ab3a010000010000000000000474696d65046e69737403676f760000010001,"[0, 2, 4, 6, 8, 24, 26, 28, 30, 32, 34, 36, 38, 40, 42, 44, 46, 48, 50, 52, 62]",ab 3a 01 00 0001000000000000 04 74 69 6d 65 04 6e 69 73 74 03 67 6f 76 0000010001,"[0, 2, 4, 6, 8, 10, 12, 27, 29, 31]",ab3a 0100 0001 0000 0000 0000 0474696d65046e69737403676f7600 0001 0001,0.95,0.0,0.15789473684210525,0.375,0.6557377049180327,0.22222222222222218,0.3018867924528302
49,ab3a818500010000000000000474696d65046e69737403676f760000010001,"[0, 2, 4, 6, 8, 24, 62]",ab 3a 81 85 0001000000000000 0474696d65046e69737403676f760000010001,"[0, 2, 4, 6, 8, 10, 12, 27, 29, 31]",ab3a 8185 0001 0000 0000 0000 0474696d65046e69737403676f7600 0001 0001,1.0,0.0,0.6,0.375,0.8852459016393442,0.4615384615384615,0.03773584905660377
50,ab3b010000010000000000000474696d65046e69737403676f760000010001,"[0, 2, 4, 6, 8, 24, 26, 28, 30, 32, 34, 36, 38, 40, 42, 44, 46, 48, 50, 52, 62]",ab 3b 01 00 0001000000000000 04 74 69 6d 65 04 6e 69 73 74 03 67 6f 76 0000010001,"[0, 2, 4, 6, 8, 10, 12, 27, 29, 31]",ab3b 0100 0001 0000 0000 0000 0474696d65046e69737403676f7600 0001 0001,0.95,0.0,0.15789473684210525,0.375,0.6557377049180327,0.22222222222222218,0.3018867924528302
51,ab3b818500010000000000000474696d65046e69737403676f760000010001,"[0, 2, 4, 6, 8, 24, 62]",ab 3b 81 85 0001000000000000 0474696d65046e69737403676f760000010001,"[0, 2, 4, 6, 8, 10, 12, 27, 29, 31]",ab3b 8185 0001 0000 0000 0000 0474696d65046e69737403676f7600 0001 0001,1.0,0.0,0.6,0.375,0.8852459016393442,0.4615384615384615,0.03773584905660377
52,ab3c010000010000000000000474696d65046e69737403676f760000010001,"[0, 2, 4, 6, 8, 24, 26, 28, 30, 32, 34, 36, 38, 40, 42, 44, 46, 48, 50, 52, 62]",ab 3c 01 00 0001000000000000 04 74 69 6d 65 04 6e 69 73 74 03 67 6f 76 0000010001,"[0, 2, 4, 6, 8, 10, 12, 27, 29, 31]",ab3c 0100 0001 0000 0000 0000 0474696d65046e69737403676f7600 0001 0001,0.95,0.0,0.15789473684210525,0.375,0.6557377049180327,0.22222222222222218,0.3018867924528302
53,ab3c818500010000000000000474696d65046e69737403676f760000010001,"[0, 2, 4, 6, 8, 24, 62]",ab 3c 81 85 0001000000000000 0474696d65046e69737403676f760000010001,"[0, 2, 4, 6, 8, 10, 12, 27, 29, 31]",ab3c 8185 0001 0000 0000 0000 0474696d65046e69737403676f7600 0001 0001,1.0,0.0,0.6,0.375,0.8852459016393442,0.4615384615384615,0.03773584905660377
54,ab3d010000010000000000000474696d65046e69737403676f760000010001,"[0, 2, 4, 6, 8, 24, 26, 28, 30, 32, 34, 36, 38, 40, 42, 44, 46, 48, 50, 52, 62]",ab 3d 01 00 0001000000000000 04 74 69 6d 65 04 6e 69 73 74 03 67 6f 76 0000010001,"[0, 2, 4, 6, 8, 10, 12, 27, 29, 31]",ab3d 0100 0001 0000 0000 0000 0474696d65046e69737403676f7600 0001 0001,0.95,0.0,0.15789473684210525,0.375,0.6557377049180327,0.22222222222222218,0.3018867924528302
55,ab3d818500010000000000000474696d65046e69737403676f760000010001,"[0, 2, 4, 6, 8, 24, 62]",ab 3d 81 85 0001000000000000 0474696d65046e69737403676f760000010001,"[0, 2, 4, 6, 8, 10, 12, 27, 29, 31]",ab3d 8185 0001 0000 0000 0000 0474696d65046e69737403676f7600 0001 0001,1.0,0.0,0.6,0.375,0.8852459016393442,0.4615384615384615,0.03773584905660377
56,ab3e010000010000000000000474696d65046e69737403676f760000010001,"[0, 2, 4, 6, 8, 24, 26, 28, 30, 32, 34, 36, 38, 40, 42, 44, 46, 48, 50, 52, 62]",ab 3e 01 00 0001000000000000 04 74 69 6d 65 04 6e 69 73 74 03 67 6f 76 0000010001,"[0, 2, 4, 6, 8, 10, 12, 27, 29, 31]",ab3e 0100 0001 0000 0000 0000 0474696d65046e69737403676f7600 0001 0001,0.95,0.0,0.15789473684210525,0.375,0.6557377049180327,0.22222222222222218,0.3018867924528302
57,ab3e818500010000000000000474696d65046e69737403676f760000010001,"[0, 2, 4, 6, 8, 24, 62]",ab 3e 81 85 0001000000000000 0474696d65046e69737403676f760000010001,"[0, 2, 4, 6, 8, 10, 12, 27, 29, 31]",ab3e 8185 0001 0000 0000 0000 0474696d65046e69737403676f7600 0001 0001,1.0,0.0,0.6,0.375,0.8852459016393442,0.4615384615384615,0.03773584905660377
58,126100000001000000000000096c6f63616c686f73740000010001,"[0, 2, 4, 6, 8, 24, 54]",12 61 00 00 0001000000000000 096c6f63616c686f73740000010001,"[0, 2, 4, 6, 8, 10, 12, 23, 25, 27]",1261 0000 0001 0000 0000 0000 096c6f63616c686f737400 0001 0001,1.0,0.0,0.6,0.375,0.8679245283018868,0.4615384615384615,0.044444444444444446
59,ab3f010000010000000000000474696d65046e69737403676f760000010001,"[0, 2, 4, 6, 8, 24, 26, 28, 30, 32, 34, 36, 38, 40, 42, 44, 46, 48, 50, 52, 62]",ab 3f 01 00 0001000000000000 04 74 69 6d 65 04 6e 69 73 74 03 67 6f 76 0000010001,"[0, 2, 4, 6, 8, 10, 12, 27, 29, 31]",ab3f 0100 0001 0000 0000 0000 0474696d65046e69737403676f7600 0001 0001,0.95,0.0,0.15789473684210525,0.375,0.6557377049180327,0.22222222222222218,0.3018867924528302
