Packet No.,Hexstream,Split Indexes,Splited Hexstream,True Splited Indexes,True Splited Hexstream,Correctness (Cover or In Field Num. / Inferred Field Num.),Perfection (Accurate Field Num. / Correct Field Num.),Precision,Recall,Accuracy,F1,FPR
11,05640bc40a000100acd1c4c3013c020630c8,"[0, 4, 6, 8, 10, 12, 14, 16, 18, 20, 22, 24, 32, 34, 36]",0564 0b c4 0a 00 01 00 ac d1 c4 c3 013c0206 30 c8,"[0, 2, 3, 4, 6, 8, 10, 11, 16, 18]",0564 0b c4 0a00 0100 acd1 c4 c3013c0206 30c8,1.0,0.4444444444444444,0.6153846153846154,1.0,0.8571428571428571,0.761904761904762,0.18518518518518517
12,05640a4401000a006e25dec381000012d7,"[0, 4, 6, 8, 10, 12, 14, 16, 18, 20, 22, 24, 26, 30, 32, 34]",0564 0a 44 01 00 0a 00 6e 25 de c3 81 0000 12 d7,"[0, 2, 3, 4, 6, 8, 10, 11, 15, 17]",0564 0a 44 0100 0a00 6e25 de c3810000 12d7,1.0,0.4444444444444444,0.5714285714285714,1.0,0.8181818181818182,0.7272727272727273,0.24
13,05640bc40a000100acd1c5c4013c0206c594,"[0, 4, 6, 8, 10, 12, 14, 16, 18, 20, 22, 24, 32, 34, 36]",0564 0b c4 0a 00 01 00 ac d1 c5 c4 013c0206 c5 94,"[0, 2, 3, 4, 6, 8, 10, 11, 16, 18]",0564 0b c4 0a00 0100 acd1 c5 c4013c0206 c594,1.0,0.4444444444444444,0.6153846153846154,1.0,0.8571428571428571,0.761904761904762,0.18518518518518517
14,05640a4401000a006e25dfc48100007e22,"[0, 4, 6, 8, 10, 12, 14, 16, 18, 20, 22, 24, 26, 30, 32, 34]",0564 0a 44 01 00 0a 00 6e 25 df c4 81 0000 7e 22,"[0, 2, 3, 4, 6, 8, 10, 11, 15, 17]",0564 0a 44 0100 0a00 6e25 df c4810000 7e22,1.0,0.4444444444444444,0.5714285714285714,1.0,0.8181818181818182,0.7272727272727273,0.24
15,05640bc40a000100acd1c6c5013c02069324,"[0, 4, 6, 8, 10, 12, 14, 16, 18, 20, 22, 24, 32, 34, 36]",0564 0b c4 0a 00 01 00 ac d1 c6 c5 013c0206 93 24,"[0, 2, 3, 4, 6, 8, 10, 11, 16, 18]",0564 0b c4 0a00 0100 acd1 c6 c5013c0206 9324,1.0,0.4444444444444444,0.6153846153846154,1.0,0.8571428571428571,0.761904761904762,0.18518518518518517
16,05640a4401000a006e25e0c581000002ee,"[0, 4, 6, 8, 10, 12, 14, 16, 18, 20, 22, 24, 26, 30, 32, 34]",0564 0a 44 01 00 0a 00 6e 25 e0 c5 81 0000 02 ee,"[0, 2, 3, 4, 6, 8, 10, 11, 15, 17]",0564 0a 44 0100 0a00 6e25 e0 c5810000 02ee,1.0,0.4444444444444444,0.5714285714285714,1.0,0.8181818181818182,0.7272727272727273,0.24
17,05640bc40a000100acd1c7c6013c02067ef4,"[0, 4, 6, 8, 10, 12, 14, 16, 18, 20, 22, 24, 32, 34, 36]",0564 0b c4 0a 00 01 00 ac d1 c7 c6 013c0206 7e f4,"[0, 2, 3, 4, 6, 8, 10, 11, 16, 18]",0564 0b c4 0a00 0100 acd1 c7 c6013c0206 7ef4,1.0,0.4444444444444444,0.6153846153846154,1.0,0.8571428571428571,0.761904761904762,0.18518518518518517
18,05640a4401000a006e25e1c681000045c7,"[0, 4, 6, 8, 10, 12, 14, 16, 18, 20, 22, 24, 26, 30, 32, 34]",0564 0a 44 01 00 0a 00 6e 25 e1 c6 81 0000 45 c7,"[0, 2, 3, 4, 6, 8, 10, 11, 15, 17]",0564 0a 44 0100 0a00 6e25 e1 c6810000 45c7,1.0,0.4444444444444444,0.5714285714285714,1.0,0.8181818181818182,0.7272727272727273,0.24
19,05640bc40a000100acd1c8c7013c02069a93,"[0, 4, 6, 8, 10, 12, 14, 16, 18, 20, 22, 24, 32, 34, 36]",0564 0b c4 0a 00 01 00 ac d1 c8 c7 013c0206 9a 93,"[0, 2, 3, 4, 6, 8, 10, 11, 16, 18]",0564 0b c4 0a00 0100 acd1 c8 c7013c0206 9a93,1.0,0.4444444444444444,0.6153846153846154,1.0,0.8571428571428571,0.761904761904762,0.18518518518518517
20,05640a4401000a006e25e2c7810000a760,"[0, 4, 6, 8, 10, 12, 14, 16, 18, 20, 22, 24, 26, 30, 32, 34]",0564 0a 44 01 00 0a 00 6e 25 e2 c7 81 0000 a7 60,"[0, 2, 3, 4, 6, 8, 10, 11, 15, 17]",0564 0a 44 0100 0a00 6e25 e2 c7810000 a760,1.0,0.4444444444444444,0.5714285714285714,1.0,0.8181818181818182,0.7272727272727273,0.24
21,05640a4401000a006e25e3fe820000befa,"[0, 4, 6, 8, 10, 12, 14, 16, 18, 20, 22, 24, 26, 30, 32, 34]",0564 0a 44 01 00 0a 00 6e 25 e3 fe 82 0000 be fa,"[0, 2, 3, 4, 6, 8, 10, 11, 15, 17]",0564 0a 44 0100 0a00 6e25 e3 fe820000 befa,1.0,0.4444444444444444,0.5714285714285714,1.0,0.8181818181818182,0.7272727272727273,0.24
22,056414c40a0001008fedc0c0013c02063c03063c04063c01068a51,"[0, 4, 6, 8, 10, 12, 14, 16, 18, 20, 22, 24, 50, 52, 54]",0564 14 c4 0a 00 01 00 8f ed c0 c0 013c02063c03063c04063c0106 8a 51,"[0, 2, 3, 4, 6, 8, 10, 11, 25, 27]",0564 14 c4 0a00 0100 8fed c0 c0013c02063c03063c04063c0106 8a51,1.0,0.4444444444444444,0.6153846153846154,1.0,0.9056603773584906,0.761904761904762,0.1111111111111111
23,056408c40a000100fc42c1de001813,"[0, 4, 6, 8, 10, 12, 14, 16, 18, 20, 22, 24, 26, 28, 30]",0564 08 c4 0a 00 01 00 fc 42 c1 de 00 18 13,"[0, 2, 3, 4, 6, 8, 10, 11, 13, 15]",0564 08 c4 0a00 0100 fc42 c1 de00 1813,1.0,0.4444444444444444,0.6153846153846154,1.0,0.8275862068965517,0.761904761904762,0.23809523809523808
24,0564ff4401000a005aeb64c081000001020000090202020202026e3a0202020203020000090202020202020270da02020214010000090200000000020000e30b000002000000000200000000020000004dba000200000000020000000002000000007eae02000000000200000000150100000902d3420000000002000000000200000000020069ce00000002000000000200000000020000dd5e000002000000000200000000020000004dba001e0500000002000000001e0100010941e902000000000200000000020000000002f0030000000002000000000200000000020069ce000000020000000002000000000a0200f888000902020202020202020202280100002c6a090200000000020000000002000000006015020000000002000000004e72,"[0, 4, 6, 8, 10, 12, 14, 16, 18, 20, 22, 24, 52, 54, 56, 584]",0564 ff 44 01 00 0a 00 5a eb 64 c0 8100000102000009020202020202 6e 3a 0202020203020000090202020202020270da02020214010000090200000000020000e30b000002000000000200000000020000004dba000200000000020000000002000000007eae02000000000200000000150100000902d3420000000002000000000200000000020069ce00000002000000000200000000020000dd5e000002000000000200000000020000004dba001e0500000002000000001e0100010941e902000000000200000000020000000002f0030000000002000000000200000000020069ce000000020000000002000000000a0200f888000902020202020202020202280100002c6a090200000000020000000002000000006015020000000002000000004e72,"[0, 2, 3, 4, 6, 8, 10, 11, 26, 28, 44, 46, 62, 64, 80, 82, 98, 100, 116, 118, 134, 136, 152, 154, 170, 172, 188, 190, 206, 208, 224, 226, 242, 244, 260, 262, 278, 280, 290, 292]",0564 ff 44 0100 0a00 5aeb 64 c08100000102000009020202020202 6e3a 02020202030200000902020202020202 70da 02020214010000090200000000020000 e30b 00000200000000020000000002000000 4dba 00020000000002000000000200000000 7eae 02000000000200000000150100000902 d342 00000000020000000002000000000200 69ce 00000002000000000200000000020000 dd5e 00000200000000020000000002000000 4dba 001e0500000002000000001e01000109 41e9 02000000000200000000020000000002 f003 00000000020000000002000000000200 69ce 000000020000000002000000000a0200 f888 00090202020202020202020228010000 2c6a 09020000000002000000000200000000 6015 02000000000200000000 4e72,1.0,0.10256410256410256,0.6428571428571429,0.23684210526315788,0.9416809605488851,0.34615384615384615,0.009174311926605505
25,05641f4401000a0026a5a502000000000200000000020000000074a2020000000002000000004e72,"[0, 4, 6, 8, 10, 12, 14, 16, 18, 20, 22, 52, 54, 56, 80]",0564 1f 44 01 00 0a 00 26 a5 a5 020000000002000000000200000000 74 a2 020000000002000000004e72,"[0, 2, 3, 4, 6, 8, 10, 11, 26, 28, 38, 40]",0564 1f 44 0100 0a00 26a5 a5 020000000002000000000200000000 74a2 02000000000200000000 4e72,1.0,0.45454545454545453,0.6923076923076923,0.9,0.9367088607594937,0.7826086956521738,0.057971014492753624
26,056411c40a0001000615c2c1143c02063c03063c04064114,"[0, 4, 6, 8, 10, 12, 14, 16, 18, 20, 22, 48]",0564 11 c4 0a 00 01 00 06 15 c2 c1143c02063c03063c04064114,"[0, 2, 3, 4, 6, 8, 10, 11, 22, 24]",0564 11 c4 0a00 0100 0615 c2 c1143c02063c03063c0406 4114,1.0,0.4444444444444444,0.7,0.875,0.9148936170212766,0.7777777777777777,0.07692307692307693
27,05640a4401000a006e25e6c18100003df8,"[0, 4, 6, 8, 10, 12, 14, 16, 18, 20, 22, 24, 26, 30, 32, 34]",0564 0a 44 01 00 0a 00 6e 25 e6 c1 81 0000 3d f8,"[0, 2, 3, 4, 6, 8, 10, 11, 15, 17]",0564 0a 44 0100 0a00 6e25 e6 c1810000 3df8,1.0,0.4444444444444444,0.5714285714285714,1.0,0.8181818181818182,0.7272727272727273,0.24
28,056414c40a0001008fedc3c2013c02063c03063c04063c0106429e,"[0, 4, 6, 8, 10, 12, 14, 16, 18, 20, 22, 24, 50, 52, 54]",0564 14 c4 0a 00 01 00 8f ed c3 c2 013c02063c03063c04063c0106 42 9e,"[0, 2, 3, 4, 6, 8, 10, 11, 25, 27]",0564 14 c4 0a00 0100 8fed c3 c2013c02063c03063c04063c0106 429e,1.0,0.4444444444444444,0.6153846153846154,1.0,0.9056603773584906,0.761904761904762,0.1111111111111111
29,0564ff4401000a005aeb67c28100000102000009020202020202ca300202020203020000090202020202020270da02020214010000090200000000020000e30b000002000000000200000000020000004dba000200000000020000000002000000007eae02000000000200000000150100000902d3420000000002000000000200000000020069ce00000002000000000200000000020000dd5e000002000000000200000000020000004dba001e0500000002000000001e0100010941e902000000000200000000020000000002f0030000000002000000000200000000020069ce000000020000000002000000000a0200f888000902020202020202020202280100002c6a090200000000020000000002000000006015020000000002000000004e72,"[0, 4, 6, 8, 10, 12, 14, 16, 18, 20, 22, 24, 52, 54, 56, 584]",0564 ff 44 01 00 0a 00 5a eb 67 c2 8100000102000009020202020202 ca 30 0202020203020000090202020202020270da02020214010000090200000000020000e30b000002000000000200000000020000004dba000200000000020000000002000000007eae02000000000200000000150100000902d3420000000002000000000200000000020069ce00000002000000000200000000020000dd5e000002000000000200000000020000004dba001e0500000002000000001e0100010941e902000000000200000000020000000002f0030000000002000000000200000000020069ce000000020000000002000000000a0200f888000902020202020202020202280100002c6a090200000000020000000002000000006015020000000002000000004e72,"[0, 2, 3, 4, 6, 8, 10, 11, 26, 28, 44, 46, 62, 64, 80, 82, 98, 100, 116, 118, 134, 136, 152, 154, 170, 172, 188, 190, 206, 208, 224, 226, 242, 244, 260, 262, 278, 280, 290, 292]",0564 ff 44 0100 0a00 5aeb 67 c28100000102000009020202020202 ca30 02020202030200000902020202020202 70da 02020214010000090200000000020000 e30b 00000200000000020000000002000000 4dba 00020000000002000000000200000000 7eae 02000000000200000000150100000902 d342 00000000020000000002000000000200 69ce 00000002000000000200000000020000 dd5e 00000200000000020000000002000000 4dba 001e0500000002000000001e01000109 41e9 02000000000200000000020000000002 f003 00000000020000000002000000000200 69ce 000000020000000002000000000a0200 f888 00090202020202020202020228010000 2c6a 09020000000002000000000200000000 6015 02000000000200000000 4e72,1.0,0.10256410256410256,0.6428571428571429,0.23684210526315788,0.9416809605488851,0.34615384615384615,0.009174311926605505
30,05641f4401000a0026a5a80200000000020000000002000000002362020000000002000000004e72,"[0, 4, 6, 8, 10, 12, 14, 16, 18, 20, 22, 52, 54, 56, 80]",0564 1f 44 01 00 0a 00 26 a5 a8 020000000002000000000200000000 23 62 020000000002000000004e72,"[0, 2, 3, 4, 6, 8, 10, 11, 26, 28, 38, 40]",0564 1f 44 0100 0a00 26a5 a8 020000000002000000000200000000 2362 02000000000200000000 4e72,1.0,0.45454545454545453,0.6923076923076923,0.9,0.9367088607594937,0.7826086956521738,0.057971014492753624
31,05640bc40a000100acd1c4c3013c020630c8,"[0, 4, 6, 8, 10, 12, 14, 16, 18, 20, 22, 24, 32, 34, 36]",0564 0b c4 0a 00 01 00 ac d1 c4 c3 013c0206 30 c8,"[0, 2, 3, 4, 6, 8, 10, 11, 16, 18]",0564 0b c4 0a00 0100 acd1 c4 c3013c0206 30c8,1.0,0.4444444444444444,0.6153846153846154,1.0,0.8571428571428571,0.761904761904762,0.18518518518518517
32,05640a4401000a006e25e9c3810000cf8c,"[0, 4, 6, 8, 10, 12, 14, 16, 18, 20, 22, 24, 26, 30, 32, 34]",0564 0a 44 01 00 0a 00 6e 25 e9 c3 81 0000 cf 8c,"[0, 2, 3, 4, 6, 8, 10, 11, 15, 17]",0564 0a 44 0100 0a00 6e25 e9 c3810000 cf8c,1.0,0.4444444444444444,0.5714285714285714,1.0,0.8181818181818182,0.7272727272727273,0.24
33,05640bc40a000100acd1c5c4013c0206c594,"[0, 4, 6, 8, 10, 12, 14, 16, 18, 20, 22, 24, 32, 34, 36]",0564 0b c4 0a 00 01 00 ac d1 c5 c4 013c0206 c5 94,"[0, 2, 3, 4, 6, 8, 10, 11, 16, 18]",0564 0b c4 0a00 0100 acd1 c5 c4013c0206 c594,1.0,0.4444444444444444,0.6153846153846154,1.0,0.8571428571428571,0.761904761904762,0.18518518518518517
34,05640a4401000a006e25eac4810000af3f,"[0, 4, 6, 8, 10, 12, 14, 16, 18, 20, 22, 24, 26, 30, 32, 34]",0564 0a 44 01 00 0a 00 6e 25 ea c4 81 0000 af 3f,"[0, 2, 3, 4, 6, 8, 10, 11, 15, 17]",0564 0a 44 0100 0a00 6e25 ea c4810000 af3f,1.0,0.4444444444444444,0.5714285714285714,1.0,0.8181818181818182,0.7272727272727273,0.24
35,05640bc40a000100acd1c6c5013c02069324,"[0, 4, 6, 8, 10, 12, 14, 16, 18, 20, 22, 24, 32, 34, 36]",0564 0b c4 0a 00 01 00 ac d1 c6 c5 013c0206 93 24,"[0, 2, 3, 4, 6, 8, 10, 11, 16, 18]",0564 0b c4 0a00 0100 acd1 c6 c5013c0206 9324,1.0,0.4444444444444444,0.6153846153846154,1.0,0.8571428571428571,0.761904761904762,0.18518518518518517
36,05640a4401000a006e25ebc581000041de,"[0, 4, 6, 8, 10, 12, 14, 16, 18, 20, 22, 24, 26, 30, 32, 34]",0564 0a 44 01 00 0a 00 6e 25 eb c5 81 0000 41 de,"[0, 2, 3, 4, 6, 8, 10, 11, 15, 17]",0564 0a 44 0100 0a00 6e25 eb c5810000 41de,1.0,0.4444444444444444,0.5714285714285714,1.0,0.8181818181818182,0.7272727272727273,0.24
37,05640bc40a000100acd1c7c6013c02067ef4,"[0, 4, 6, 8, 10, 12, 14, 16, 18, 20, 22, 24, 32, 34, 36]",0564 0b c4 0a 00 01 00 ac d1 c7 c6 013c0206 7e f4,"[0, 2, 3, 4, 6, 8, 10, 11, 16, 18]",0564 0b c4 0a00 0100 acd1 c7 c6013c0206 7ef4,1.0,0.4444444444444444,0.6153846153846154,1.0,0.8571428571428571,0.761904761904762,0.18518518518518517
38,05640a4401000a006e25ecc6810000123d,"[0, 4, 6, 8, 10, 12, 14, 16, 18, 20, 22, 24, 26, 30, 32, 34]",0564 0a 44 01 00 0a 00 6e 25 ec c6 81 0000 12 3d,"[0, 2, 3, 4, 6, 8, 10, 11, 15, 17]",0564 0a 44 0100 0a00 6e25 ec c6810000 123d,1.0,0.4444444444444444,0.5714285714285714,1.0,0.8181818181818182,0.7272727272727273,0.24
39,05640bc40a000100acd1c8c7013c02069a93,"[0, 4, 6, 8, 10, 12, 14, 16, 18, 20, 22, 24, 32, 34, 36]",0564 0b c4 0a 00 01 00 ac d1 c8 c7 013c0206 9a 93,"[0, 2, 3, 4, 6, 8, 10, 11, 16, 18]",0564 0b c4 0a00 0100 acd1 c8 c7013c0206 9a93,1.0,0.4444444444444444,0.6153846153846154,1.0,0.8571428571428571,0.761904761904762,0.18518518518518517
40,05640a4401000a006e25edc7810000fcdc,"[0, 4, 6, 8, 10, 12, 14, 16, 18, 20, 22, 24, 26, 30, 32, 34]",0564 0a 44 01 00 0a 00 6e 25 ed c7 81 0000 fc dc,"[0, 2, 3, 4, 6, 8, 10, 11, 15, 17]",0564 0a 44 0100 0a00 6e25 ed c7810000 fcdc,1.0,0.4444444444444444,0.5714285714285714,1.0,0.8181818181818182,0.7272727272727273,0.24
41,05640bc40a000100acd1c9c8013c0206269a,"[0, 4, 6, 8, 10, 12, 14, 16, 18, 20, 22, 24, 32, 34, 36]",0564 0b c4 0a 00 01 00 ac d1 c9 c8 013c0206 26 9a,"[0, 2, 3, 4, 6, 8, 10, 11, 16, 18]",0564 0b c4 0a00 0100 acd1 c9 c8013c0206 269a,1.0,0.4444444444444444,0.6153846153846154,1.0,0.8571428571428571,0.761904761904762,0.18518518518518517
42,05640a4401000a006e25eec8810000b39a,"[0, 4, 6, 8, 10, 12, 14, 16, 18, 20, 22, 24, 26, 30, 32, 34]",0564 0a 44 01 00 0a 00 6e 25 ee c8 81 0000 b3 9a,"[0, 2, 3, 4, 6, 8, 10, 11, 15, 17]",0564 0a 44 0100 0a00 6e25 ee c8810000 b39a,1.0,0.4444444444444444,0.5714285714285714,1.0,0.8181818181818182,0.7272727272727273,0.24
43,05640bc40a000100acd1cac9013c0206702a,"[0, 4, 6, 8, 10, 12, 14, 16, 18, 20, 22, 24, 32, 34, 36]",0564 0b c4 0a 00 01 00 ac d1 ca c9 013c0206 70 2a,"[0, 2, 3, 4, 6, 8, 10, 11, 16, 18]",0564 0b c4 0a00 0100 acd1 ca c9013c0206 702a,1.0,0.4444444444444444,0.6153846153846154,1.0,0.8571428571428571,0.761904761904762,0.18518518518518517
44,05640a4401000a006e25efc98100005d7b,"[0, 4, 6, 8, 10, 12, 14, 16, 18, 20, 22, 24, 26, 30, 32, 34]",0564 0a 44 01 00 0a 00 6e 25 ef c9 81 0000 5d 7b,"[0, 2, 3, 4, 6, 8, 10, 11, 15, 17]",0564 0a 44 0100 0a00 6e25 ef c9810000 5d7b,1.0,0.4444444444444444,0.5714285714285714,1.0,0.8181818181818182,0.7272727272727273,0.24
45,05640bc40a000100acd1cbca013c02069dfa,"[0, 4, 6, 8, 10, 12, 14, 16, 18, 20, 22, 24, 32, 34, 36]",0564 0b c4 0a 00 01 00 ac d1 cb ca 013c0206 9d fa,"[0, 2, 3, 4, 6, 8, 10, 11, 16, 18]",0564 0b c4 0a00 0100 acd1 cb ca013c0206 9dfa,1.0,0.4444444444444444,0.6153846153846154,1.0,0.8571428571428571,0.761904761904762,0.18518518518518517
46,05640a4401000a006e25f0ca810000d567,"[0, 4, 6, 8, 10, 12, 14, 16, 18, 20, 22, 24, 26, 30, 32, 34]",0564 0a 44 01 00 0a 00 6e 25 f0 ca 81 0000 d5 67,"[0, 2, 3, 4, 6, 8, 10, 11, 15, 17]",0564 0a 44 0100 0a00 6e25 f0 ca810000 d567,1.0,0.4444444444444444,0.5714285714285714,1.0,0.8181818181818182,0.7272727272727273,0.24
47,05640bc40a000100acd1cccb013c0206a507,"[0, 4, 6, 8, 10, 12, 14, 16, 18, 20, 22, 24, 32, 34, 36]",0564 0b c4 0a 00 01 00 ac d1 cc cb 013c0206 a5 07,"[0, 2, 3, 4, 6, 8, 10, 11, 16, 18]",0564 0b c4 0a00 0100 acd1 cc cb013c0206 a507,1.0,0.4444444444444444,0.6153846153846154,1.0,0.8571428571428571,0.761904761904762,0.18518518518518517
