Packet No.,Hexstream,Split Indexes,Splited Hexstream,True Splited Indexes,True Splited Hexstream,Correctness (Cover or In Field Num. / Inferred Field Num.),Perfection (Accurate Field Num. / Correct Field Num.),Precision,Recall,Accuracy,F1,FPR
11,00000049fe534d4240000000060000800e00010001000000000000000a0000000000000000000000e2f6cdf0555499db0000000000000000000000000000000000000000090000000000000000,"[0, 10, 13, 15, 77]",00000049fe534d424000 000006 0000 800e00010001000000000000000a0000000000000000000000e2f6cdf0555499db0000000000000000000000000000000000000000090000000000000000,"[0, 1, 4, 8, 10, 12, 16, 18, 20, 24, 28, 36, 40, 44, 52, 68, 70, 71, 72, 76, 77]",00 000049 fe534d42 4000 0000 06000080 0e00 0100 01000000 00000000 0a00000000000000 00000000 e2f6cdf0 555499db00000000 00000000000000000000000000000000 0900 00 00 00000000 00,0.5,0.0,0.3333333333333333,0.05263157894736842,0.7368421052631579,0.09090909090909091,0.03508771929824561
12,0000007cfe534d4240000000000000000600010001000000000000000b0000000000000000000000e2f6cdf0555499db00000000000000000000000000000000000000003c0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,"[0, 10, 12, 16, 18, 20, 22, 28, 125, 128]",0000007cfe534d424000 0000 00000000 0600 0100 0100 000000000000 0b0000000000000000000000e2f6cdf0555499db00000000000000000000000000000000000000003c0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 000000,"[0, 1, 4, 8, 10, 12, 16, 18, 20, 24, 28, 36, 40, 44, 52, 68, 70, 72, 76, 84, 92, 100, 108, 116, 124, 128]",00 00007c fe534d42 4000 0000 00000000 0600 0100 01000000 00000000 0b00000000000000 00000000 e2f6cdf0 555499db00000000 00000000000000000000000000000000 3c00 0000 00000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 00000000,0.7777777777777778,0.16,0.75,0.25,0.84251968503937,0.375,0.019417475728155338
13,00000098fe534d4240000000000000000500010001000000000000000c0000000000000000000000e2f6cdf0555499db00000000000000000000000000000000000000005900000001000000235654f2153ed9015ec945f4153ed901235654f2153ed901235654f2153ed9010000000000000000000000000000000010000000000000001d9e4b72000000007716d277000000000000000000000000,"[0, 10, 12, 16, 18, 20, 22, 28, 76, 84, 90, 132, 136, 140, 145, 156]",00000098fe534d424000 0000 00000000 0500 0100 0100 000000000000 0c0000000000000000000000e2f6cdf0555499db00000000000000000000000000000000000000005900000001000000 235654f2153ed901 5ec945f4153e d901235654f2153ed901235654f2153ed901000000000000000000000000000000001000000000000000 1d9e4b72 00000000 7716d27700 0000000000000000000000,"[0, 1, 4, 8, 10, 12, 16, 18, 20, 24, 28, 36, 40, 44, 52, 68, 70, 71, 72, 76, 84, 92, 100, 108, 116, 124, 128, 132, 148, 152, 156]",00 000098 fe534d42 4000 0000 00000000 0500 0100 01000000 00000000 0c00000000000000 00000000 e2f6cdf0 555499db00000000 00000000000000000000000000000000 5900 00 00 01000000 235654f2153ed901 5ec945f4153ed901 235654f2153ed901 235654f2153ed901 0000000000000000 0000000000000000 10000000 00000000 1d9e4b72000000007716d27700000000 00000000 00000000,0.8,0.16666666666666666,0.6428571428571429,0.3103448275862069,0.8387096774193549,0.4186046511627907,0.03968253968253968
14,00000060fe534d4240000000000000001000010001000000000000000d0000000000000000000000e2f6cdf0555499db0000000000000000000000000000000000000000090048001800000018318b72000000002caae163000000000200000000020000,"[0, 10, 12, 16, 18, 20, 22, 28, 68, 84, 89, 92, 100]",00000060fe534d424000 0000 00000000 1000 0100 0100 000000000000 0d0000000000000000000000e2f6cdf0555499db0000000000000000000000000000000000000000 090048001800000018318b7200000000 2caae16300 000000 0200000000020000,"[0, 1, 4, 8, 10, 12, 16, 18, 20, 24, 28, 36, 40, 44, 52, 68, 69, 70, 72, 76, 84, 92, 96, 100]",00 000060 fe534d42 4000 0000 00000000 1000 0100 01000000 00000000 0d00000000000000 00000000 e2f6cdf0 555499db00000000 00000000000000000000000000000000 09 00 4800 18000000 18318b7200000000 2caae16300000000 02000000 00020000,0.9166666666666666,0.17391304347826086,0.8181818181818182,0.4090909090909091,0.8484848484848485,0.5454545454545455,0.025974025974025976
15,0000007cfe534d4240000000000000000600010001000000000000000e0000000000000000000000e2f6cdf0555499db00000000000000000000000000000000000000003c0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,"[0, 10, 12, 16, 18, 20, 22, 28, 123, 126, 128]",0000007cfe534d424000 0000 00000000 0600 0100 0100 000000000000 0e0000000000000000000000e2f6cdf0555499db00000000000000000000000000000000000000003c000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 000000 0000,"[0, 1, 4, 8, 10, 12, 16, 18, 20, 24, 28, 36, 40, 44, 52, 68, 70, 72, 76, 84, 92, 100, 108, 116, 124, 128]",00 00007c fe534d42 4000 0000 00000000 0600 0100 01000000 00000000 0e00000000000000 00000000 e2f6cdf0 555499db00000000 00000000000000000000000000000000 3c00 0000 00000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 00000000,0.7,0.16,0.6666666666666666,0.25,0.8346456692913385,0.36363636363636365,0.02912621359223301
16,00000044fe534d4240000000000000000d00010001000000000000000f00000000000000000000000000000000000000000000000000000000000000000000000000000004000000,"[0, 10, 12, 16, 18, 20, 22, 28, 68, 72]",00000044fe534d424000 0000 00000000 0d00 0100 0100 000000000000 0f000000000000000000000000000000000000000000000000000000000000000000000000000000 04000000,"[0, 1, 4, 8, 10, 12, 16, 18, 20, 24, 28, 36, 40, 44, 52, 68, 70, 72]",00 000044 fe534d42 4000 0000 00000000 0d00 0100 01000000 00000000 0f00000000000000 00000000 00000000 0000000000000000 00000000000000000000000000000000 0400 0000,0.8888888888888888,0.23529411764705882,0.875,0.4375,0.8591549295774648,0.5833333333333334,0.01818181818181818
17,00000098fe534d424000000000000000050001000100000000000000100000000000000000000000e2f6cdf0555499db000000000000000000000000000000000000000059000000010000009febacdecd39d901596849ed153ed9019febacdecd39d9019febacdecd39d90100100000000000006d0100000000000080000000000000008de10d8500000000ad363156000000000000000000000000,"[0, 10, 12, 16, 18, 20, 22, 28, 68, 72, 76, 108, 132, 137, 140, 156]",00000098fe534d424000 0000 00000000 0500 0100 0100 000000000000 100000000000000000000000e2f6cdf0555499db0000000000000000000000000000000000000000 59000000 01000000 9febacdecd39d901596849ed153ed9019febacdecd39d9019febacdecd39d901 00100000000000006d010000000000008000000000000000 8de10d8500 000000 ad363156000000000000000000000000,"[0, 1, 4, 8, 10, 12, 16, 18, 20, 24, 28, 36, 40, 44, 52, 68, 70, 71, 72, 76, 84, 92, 100, 108, 116, 124, 128, 132, 148, 152, 156]",00 000098 fe534d42 4000 0000 00000000 0500 0100 01000000 00000000 1000000000000000 00000000 e2f6cdf0 555499db00000000 00000000000000000000000000000000 5900 00 00 01000000 9febacdecd39d901 596849ed153ed901 9febacdecd39d901 9febacdecd39d901 0010000000000000 6d01000000000000 80000000 00000000 8de10d8500000000ad36315600000000 00000000 00000000,0.8666666666666667,0.16666666666666666,0.7857142857142857,0.3793103448275862,0.864516129032258,0.5116279069767441,0.023809523809523808
18,000000c4fe534d424000000000000000100001000100000000000000110000000000000000000000e2f6cdf0555499db0000000000000000000000000000000000000000090048007c0000009febacdecd39d901596849ed153ed9019febacdecd39d9019febacdecd39d901800000000000000000100000000000006d01000000000000010000000000000087120a0700000000000000008900120000000000000000008000000000000000180000005c006e006500740077006f0072006b002e0078006d006c00,"[0, 10, 12, 16, 18, 20, 22, 28, 68, 76, 109, 200]",000000c4fe534d424000 0000 00000000 1000 0100 0100 000000000000 110000000000000000000000e2f6cdf0555499db0000000000000000000000000000000000000000 090048007c000000 9febacdecd39d901596849ed153ed9019febacdecd39d9019febacdecd39d90180 0000000000000000100000000000006d01000000000000010000000000000087120a0700000000000000008900120000000000000000008000000000000000180000005c006e006500740077006f0072006b002e0078006d006c00,"[0, 1, 4, 8, 10, 12, 16, 18, 20, 24, 28, 36, 40, 44, 52, 68, 69, 70, 72, 76, 84, 92, 100, 108, 112, 116, 124, 132, 136, 137, 138, 140, 148, 152, 156, 164, 168, 172, 176, 200]",00 0000c4 fe534d42 4000 0000 00000000 1000 0100 01000000 00000000 1100000000000000 00000000 e2f6cdf0 555499db00000000 00000000000000000000000000000000 09 00 4800 7c000000 9febacdecd39d901 596849ed153ed901 9febacdecd39d901 9febacdecd39d901 80000000 00000000 0010000000000000 6d01000000000000 01000000 00 00 0000 87120a0700000000 00000000 89001200 0000000000000000 80000000 00000000 18000000 5c006e006500740077006f0072006b002e0078006d006c00,0.7272727272727273,0.10256410256410256,0.8,0.21052631578947367,0.8391959798994975,0.3333333333333333,0.012422360248447204
19,000001bdfe534d424000000000000000080001000100000000000000120000000000000000000000e2f6cdf0555499db0000000000000000000000000000000000000000110050006d01000000000000000000003c6e6574776f726b3e0a20203c6e616d653e6e6574776f726b32303c2f6e616d653e0a20203c666f7277617264206d6f64653d276e6174273e0a202020203c6e61743e0a2020202020203c706f72742073746172743d27313032342720656e643d273635353335272f3e0a202020203c2f6e61743e0a20203c2f666f72776172643e0a20203c627269646765206e616d653d277669726272323027207374703d276f6e272064656c61793d2730272f3e0a20203c646f6d61696e206e616d653d276e6574776f726b3230272f3e0a20203c697020616464726573733d273139322e3136382e3132302e3127206e65746d61736b3d273235352e3235352e3235352e30273e0a202020203c646863703e0a2020202020203c72616e67652073746172743d273139322e3136382e3132302e3132382720656e643d273139322e3136382e3132302e323534272f3e0a202020203c2f646863703e0a20203c2f69703e0a3c2f6e6574776f726b3e0a0a,"[0, 10, 12, 16, 18, 20, 22, 28, 84, 449]",000001bdfe534d424000 0000 00000000 0800 0100 0100 000000000000 120000000000000000000000e2f6cdf0555499db0000000000000000000000000000000000000000110050006d0100000000000000000000 3c6e6574776f726b3e0a20203c6e616d653e6e6574776f726b32303c2f6e616d653e0a20203c666f7277617264206d6f64653d276e6174273e0a202020203c6e61743e0a2020202020203c706f72742073746172743d27313032342720656e643d273635353335272f3e0a202020203c2f6e61743e0a20203c2f666f72776172643e0a20203c627269646765206e616d653d277669726272323027207374703d276f6e272064656c61793d2730272f3e0a20203c646f6d61696e206e616d653d276e6574776f726b3230272f3e0a20203c697020616464726573733d273139322e3136382e3132302e3127206e65746d61736b3d273235352e3235352e3235352e30273e0a202020203c646863703e0a2020202020203c72616e67652073746172743d273139322e3136382e3132302e3132382720656e643d273139322e3136382e3132302e323534272f3e0a202020203c2f646863703e0a20203c2f69703e0a3c2f6e6574776f726b3e0a0a,"[0, 1, 4, 8, 10, 12, 16, 18, 20, 24, 28, 36, 40, 44, 52, 68, 70, 71, 72, 76, 80, 84, 449]",00 0001bd fe534d42 4000 0000 00000000 0800 0100 01000000 00000000 1200000000000000 00000000 e2f6cdf0 555499db00000000 00000000000000000000000000000000 1100 50 00 6d010000 00000000 00000000 3c6e6574776f726b3e0a20203c6e616d653e6e6574776f726b32303c2f6e616d653e0a20203c666f7277617264206d6f64653d276e6174273e0a202020203c6e61743e0a2020202020203c706f72742073746172743d27313032342720656e643d273635353335272f3e0a202020203c2f6e61743e0a20203c2f666f72776172643e0a20203c627269646765206e616d653d277669726272323027207374703d276f6e272064656c61793d2730272f3e0a20203c646f6d61696e206e616d653d276e6574776f726b3230272f3e0a20203c697020616464726573733d273139322e3136382e3132302e3127206e65746d61736b3d273235352e3235352e3235352e30273e0a202020203c646863703e0a2020202020203c72616e67652073746172743d273139322e3136382e3132302e3132382720656e643d273139322e3136382e3132302e323534272f3e0a202020203c2f646863703e0a20203c2f69703e0a3c2f6e6574776f726b3e0a0a,0.8888888888888888,0.22727272727272727,0.875,0.3333333333333333,0.9665178571428571,0.48275862068965514,0.00234192037470726
20,0000007cfe534d424000000000000000060001000100000000000000130000000000000000000000e2f6cdf0555499db00000000000000000000000000000000000000003c0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,"[0, 10, 12, 16, 18, 20, 22, 28, 128]",0000007cfe534d424000 0000 00000000 0600 0100 0100 000000000000 130000000000000000000000e2f6cdf0555499db00000000000000000000000000000000000000003c0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,"[0, 1, 4, 8, 10, 12, 16, 18, 20, 24, 28, 36, 40, 44, 52, 68, 70, 72, 76, 84, 92, 100, 108, 116, 124, 128]",00 00007c fe534d42 4000 0000 00000000 0600 0100 01000000 00000000 1300000000000000 00000000 e2f6cdf0 555499db00000000 00000000000000000000000000000000 3c00 0000 00000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 00000000,0.875,0.16,0.8571428571428571,0.25,0.8503937007874016,0.3870967741935483,0.009708737864077669
21,00000044fe534d4240000000000000000d00010001000000000000001400000000000000000000000000000000000000000000000000000000000000000000000000000004000000,"[0, 10, 12, 16, 18, 20, 22, 28, 68, 72]",00000044fe534d424000 0000 00000000 0d00 0100 0100 000000000000 14000000000000000000000000000000000000000000000000000000000000000000000000000000 04000000,"[0, 1, 4, 8, 10, 12, 16, 18, 20, 24, 28, 36, 40, 44, 52, 68, 70, 72]",00 000044 fe534d42 4000 0000 00000000 0d00 0100 01000000 00000000 1400000000000000 00000000 00000000 0000000000000000 00000000000000000000000000000000 0400 0000,0.8888888888888888,0.23529411764705882,0.875,0.4375,0.8591549295774648,0.5833333333333334,0.01818181818181818
22,00000044fe534d4240000000000000000d00010001000000000000001500000000000000000000000000000000000000000000000000000000000000000000000000000004000000,"[0, 10, 12, 16, 18, 20, 22, 28, 68, 72]",00000044fe534d424000 0000 00000000 0d00 0100 0100 000000000000 15000000000000000000000000000000000000000000000000000000000000000000000000000000 04000000,"[0, 1, 4, 8, 10, 12, 16, 18, 20, 24, 28, 36, 40, 44, 52, 68, 70, 72]",00 000044 fe534d42 4000 0000 00000000 0d00 0100 01000000 00000000 1500000000000000 00000000 00000000 0000000000000000 00000000000000000000000000000000 0400 0000,0.8888888888888888,0.23529411764705882,0.875,0.4375,0.8591549295774648,0.5833333333333334,0.01818181818181818
Average,-,-,-,-,-,0.8355982932537959,0.15565970045369384,0.75784102261375,0.30106826984817414,0.842136972578653,0.41935616630539146,0.022840033942086047
