Packet No.,Hexstream,Split Indexes,Splited Hexstream,True Splited Indexes,True Splited Hexstream,Correctness (Cover or In Field Num. / Inferred Field Num.),Perfection (Accurate Field Num. / Correct Field Num.),Precision,Recall,Accuracy,F1,FPR
11,00000062fe534d4240000000000000000e00010000000000000000000a0000000000000000000000e2f6cdf0555499db00000000000000000000000000000000000000002100250000000000cdaff4b600000000289fb07d0000000060000200000001002a00,"[0, 4, 10, 12, 16, 18, 20, 21, 24, 28, 29, 36, 40, 48, 52, 68, 70, 71, 72, 80, 84, 88, 92, 100, 102]",00000062 fe534d424000 0000 00000000 0e00 0100 00 000000 00000000 0a 00000000000000 00000000 e2f6cdf0555499db 00000000 00000000000000000000000000000000 2100 25 00 00000000cdaff4b6 00000000 289fb07d 00000000 6000020000000100 2a00,"[0, 1, 4, 8, 10, 12, 14, 16, 18, 20, 24, 28, 36, 40, 44, 52, 68, 70, 71, 72, 76, 92, 94, 96, 100, 102]",00 000062 fe534d42 4000 0000 0000 0000 0e00 0100 00000000 00000000 0a00000000000000 00000000 e2f6cdf0 555499db00000000 00000000000000000000000000000000 2100 25 00 00000000 cdaff4b600000000289fb07d00000000 6000 0200 00000100 2a00,0.9166666666666666,0.4,0.7391304347826086,0.7083333333333334,0.8712871287128713,0.723404255319149,0.07792207792207792
12,00000058fe534d4240000000000000000600010000000000000000000b0000000000000000000000e2f6cdf0555499db00000000000000000000000000000000000000001800000000000000cdaff4b600000000289fb07d00000000,"[0, 4, 10, 12, 16, 18, 20, 21, 24, 28, 29, 36, 40, 48, 52, 68, 70, 71, 80, 84, 88, 92]",00000058 fe534d424000 0000 00000000 0600 0100 00 000000 00000000 0b 00000000000000 00000000 e2f6cdf0555499db 00000000 00000000000000000000000000000000 1800 00 0000000000cdaff4b6 00000000 289fb07d 00000000,"[0, 1, 4, 8, 10, 12, 14, 16, 18, 20, 24, 28, 36, 40, 44, 52, 68, 70, 72, 76, 92]",00 000058 fe534d42 4000 0000 0000 0000 0600 0100 00000000 00000000 0b00000000000000 00000000 e2f6cdf0 555499db00000000 00000000000000000000000000000000 1800 0000 00000000 cdaff4b600000000289fb07d00000000,0.9047619047619048,0.35,0.65,0.6842105263157895,0.8571428571428571,0.6666666666666667,0.09722222222222222
13,00000079fe534d4240000000000000000500010000000000000000000c0000000000000000000000e2f6cdf0555499db0000000000000000000000000000000000000000390000000200000000000000000000000000000000000000800000001000000007000000010000000100000078000000000000000000000000,"[0, 4, 10, 12, 16, 18, 20, 21, 24, 28, 29, 36, 40, 48, 52, 68, 70, 72, 76, 93, 95, 96, 97, 98, 104, 108, 109, 110, 124, 125]",00000079 fe534d424000 0000 00000000 0500 0100 00 000000 00000000 0c 00000000000000 00000000 e2f6cdf0555499db 00000000 00000000000000000000000000000000 3900 0000 02000000 0000000000000000000000000000000080 0000 00 10 00 000007000000 01000000 01 00 0000780000000000000000000000 00,"[0, 1, 4, 8, 10, 12, 14, 16, 18, 20, 24, 28, 36, 40, 44, 52, 68, 70, 71, 72, 76, 84, 92, 96, 100, 104, 108, 112, 114, 116, 120, 124, 125]",00 000079 fe534d42 4000 0000 0000 0000 0500 0100 00000000 00000000 0c00000000000000 00000000 e2f6cdf0 555499db00000000 00000000000000000000000000000000 3900 00 00 02000000 0000000000000000 0000000000000000 80000000 10000000 07000000 01000000 01000000 7800 0000 00000000 00000000 00,0.8620689655172413,0.3125,0.6785714285714286,0.6129032258064516,0.8306451612903226,0.6440677966101694,0.0967741935483871
14,00000069fe534d4240000000000000001000010000000000000000000d0000000000000000000000e2f6cdf0555499db000000000000000000000000000000000000000029000203ffff0000000000000000000000000000000000001d9e4b72000000007716d2770000000000,"[0, 4, 10, 12, 16, 18, 20, 21, 24, 28, 29, 36, 40, 48, 52, 68, 71, 72, 74, 78, 80, 84, 96, 100, 104, 108, 109]",00000069 fe534d424000 0000 00000000 1000 0100 00 000000 00000000 0d 00000000000000 00000000 e2f6cdf0555499db 00000000 00000000000000000000000000000000 290002 03 ffff 00000000 0000 00000000 00000000000000001d9e4b72 00000000 7716d277 00000000 00,"[0, 1, 4, 8, 10, 12, 14, 16, 18, 20, 24, 28, 36, 40, 44, 52, 68, 70, 71, 72, 76, 78, 80, 84, 88, 92, 108, 109]",00 000069 fe534d42 4000 0000 0000 0000 1000 0100 00000000 00000000 0d00000000000000 00000000 e2f6cdf0 555499db00000000 00000000000000000000000000000000 2900 02 03 ffff0000 0000 0000 00000000 00000000 00000000 1d9e4b72000000007716d27700000000 00,0.8846153846153846,0.37037037037037035,0.72,0.6923076923076923,0.8611111111111112,0.7058823529411765,0.08536585365853659
15,00000058fe534d4240000000000000000600010000000000000000000e0000000000000000000000e2f6cdf0555499db000000000000000000000000000000000000000018000000000000001d9e4b72000000007716d27700000000,"[0, 4, 10, 12, 16, 18, 20, 21, 24, 28, 29, 36, 40, 48, 52, 68, 70, 71, 80, 84, 88, 92]",00000058 fe534d424000 0000 00000000 0600 0100 00 000000 00000000 0e 00000000000000 00000000 e2f6cdf0555499db 00000000 00000000000000000000000000000000 1800 00 00000000001d9e4b72 00000000 7716d277 00000000,"[0, 1, 4, 8, 10, 12, 14, 16, 18, 20, 24, 28, 36, 40, 44, 52, 68, 70, 72, 76, 92]",00 000058 fe534d42 4000 0000 0000 0000 0600 0100 00000000 00000000 0e00000000000000 00000000 e2f6cdf0 555499db00000000 00000000000000000000000000000000 1800 0000 00000000 1d9e4b72000000007716d27700000000,0.9047619047619048,0.35,0.65,0.6842105263157895,0.8571428571428571,0.6666666666666667,0.09722222222222222
16,00000044fe534d4240000000000000000d00010000000000000000000f00000000000000000000000000000000000000000000000000000000000000000000000000000004000000,"[0, 4, 10, 12, 16, 18, 20, 21, 24, 28, 29, 36, 68, 70, 72]",00000044 fe534d424000 0000 00000000 0d00 0100 00 000000 00000000 0f 00000000000000 0000000000000000000000000000000000000000000000000000000000000000 0400 0000,"[0, 1, 4, 8, 10, 12, 14, 16, 18, 20, 24, 28, 36, 40, 44, 52, 68, 70, 72]",00 000044 fe534d42 4000 0000 0000 0000 0d00 0100 00000000 00000000 0f00000000000000 00000000 00000000 0000000000000000 00000000000000000000000000000000 0400 0000,1.0,0.3333333333333333,0.8461538461538461,0.6470588235294118,0.8873239436619719,0.7333333333333334,0.037037037037037035
17,00000090fe534d424000000000000000050001000000000000000000100000000000000000000000e2f6cdf0555499db000000000000000000000000000000000000000039000000020000000000000000000000000000000000000089001200000000000300000001000000400000007800160000000000000000006e006500740077006f0072006b002e0078006d006c000000,"[0, 3, 4, 10, 12, 16, 18, 20, 21, 24, 28, 29, 36, 40, 48, 52, 68, 70, 72, 76, 93, 95, 96, 104, 108, 110, 124, 146, 148]",000000 90 fe534d424000 0000 00000000 0500 0100 00 000000 00000000 10 00000000000000 00000000 e2f6cdf0555499db 00000000 00000000000000000000000000000000 3900 0000 02000000 0000000000000000000000000000000089 0012 00 0000000003000000 01000000 4000 0000780016000000000000000000 6e006500740077006f0072006b002e0078006d006c00 0000,"[0, 1, 4, 8, 10, 12, 14, 16, 18, 20, 24, 28, 36, 40, 44, 52, 68, 70, 71, 72, 76, 84, 92, 96, 100, 104, 108, 112, 114, 116, 120, 124, 146, 148]",00 000090 fe534d42 4000 0000 0000 0000 0500 0100 00000000 00000000 1000000000000000 00000000 e2f6cdf0 555499db00000000 00000000000000000000000000000000 3900 00 00 02000000 0000000000000000 0000000000000000 89001200 00000000 03000000 01000000 40000000 7800 1600 00000000 00000000 6e006500740077006f0072006b002e0078006d006c00 0000,0.8571428571428571,0.3333333333333333,0.7407407407407407,0.625,0.8707482993197279,0.6779661016949152,0.06086956521739131
18,00000069fe534d424000000000000000100001000000000000000000110000000000000000000000e2f6cdf0555499db000000000000000000000000000000000000000029000112ffff0000000000000000000000000000000000008de10d8500000000ad3631560000000000,"[0, 4, 10, 12, 16, 18, 20, 21, 24, 28, 29, 36, 40, 48, 52, 68, 71, 72, 74, 78, 80, 84, 96, 100, 104, 108, 109]",00000069 fe534d424000 0000 00000000 1000 0100 00 000000 00000000 11 00000000000000 00000000 e2f6cdf0555499db 00000000 00000000000000000000000000000000 290001 12 ffff 00000000 0000 00000000 00000000000000008de10d85 00000000 ad363156 00000000 00,"[0, 1, 4, 8, 10, 12, 14, 16, 18, 20, 24, 28, 36, 40, 44, 52, 68, 70, 71, 72, 76, 78, 80, 84, 88, 92, 108, 109]",00 000069 fe534d42 4000 0000 0000 0000 1000 0100 00000000 00000000 1100000000000000 00000000 e2f6cdf0 555499db00000000 00000000000000000000000000000000 2900 01 12 ffff0000 0000 0000 00000000 00000000 00000000 8de10d8500000000ad36315600000000 00,0.8846153846153846,0.37037037037037035,0.72,0.6923076923076923,0.8611111111111112,0.7058823529411765,0.08536585365853659
19,00000071fe534d424000000000000000080001000000000000000000120000000000000000000000e2f6cdf0555499db0000000000000000000000000000000000000000310000006d01000000000000000000008de10d8500000000ad363156000000000000000000000000000000000000000000,"[0, 4, 10, 12, 16, 18, 20, 21, 24, 28, 29, 36, 40, 48, 52, 68, 70, 74, 76, 77, 83, 84, 88, 92, 96, 100, 101, 104, 117]",00000071 fe534d424000 0000 00000000 0800 0100 00 000000 00000000 12 00000000000000 00000000 e2f6cdf0555499db 00000000 00000000000000000000000000000000 3100 00006d01 0000 00 000000000000 00 8de10d85 00000000 ad363156 00000000 00 000000 00000000000000000000000000,"[0, 1, 4, 8, 10, 12, 14, 16, 18, 20, 24, 28, 36, 40, 44, 52, 68, 70, 71, 72, 76, 84, 100, 104, 108, 112, 114, 116, 117]",00 000071 fe534d42 4000 0000 0000 0000 0800 0100 00000000 00000000 1200000000000000 00000000 e2f6cdf0 555499db00000000 00000000000000000000000000000000 3100 00 00 6d010000 0000000000000000 8de10d8500000000ad36315600000000 00000000 00000000 00000000 0000 0000 00,0.9285714285714286,0.25,0.6296296296296297,0.6296296296296297,0.8275862068965517,0.6296296296296297,0.11235955056179775
20,00000058fe534d424000000000000000060001000000000000000000130000000000000000000000e2f6cdf0555499db000000000000000000000000000000000000000018000000000000008de10d8500000000ad36315600000000,"[0, 4, 10, 12, 16, 18, 20, 21, 24, 28, 29, 36, 40, 48, 52, 68, 70, 71, 80, 84, 88, 92]",00000058 fe534d424000 0000 00000000 0600 0100 00 000000 00000000 13 00000000000000 00000000 e2f6cdf0555499db 00000000 00000000000000000000000000000000 1800 00 00000000008de10d85 00000000 ad363156 00000000,"[0, 1, 4, 8, 10, 12, 14, 16, 18, 20, 24, 28, 36, 40, 44, 52, 68, 70, 72, 76, 92]",00 000058 fe534d42 4000 0000 0000 0000 0600 0100 00000000 00000000 1300000000000000 00000000 e2f6cdf0 555499db00000000 00000000000000000000000000000000 1800 0000 00000000 8de10d8500000000ad36315600000000,0.9047619047619048,0.35,0.65,0.6842105263157895,0.8571428571428571,0.6666666666666667,0.09722222222222222
21,00000044fe534d4240000000000000000d00010000000000000000001400000000000000000000000000000000000000000000000000000000000000000000000000000004000000,"[0, 4, 10, 12, 16, 18, 20, 21, 24, 28, 29, 36, 68, 70, 72]",00000044 fe534d424000 0000 00000000 0d00 0100 00 000000 00000000 14 00000000000000 0000000000000000000000000000000000000000000000000000000000000000 0400 0000,"[0, 1, 4, 8, 10, 12, 14, 16, 18, 20, 24, 28, 36, 40, 44, 52, 68, 70, 72]",00 000044 fe534d42 4000 0000 0000 0000 0d00 0100 00000000 00000000 1400000000000000 00000000 00000000 0000000000000000 00000000000000000000000000000000 0400 0000,1.0,0.3333333333333333,0.8461538461538461,0.6470588235294118,0.8873239436619719,0.7333333333333334,0.037037037037037035
22,00000044fe534d4240000000000000000d00010000000000000000001500000000000000000000000000000000000000000000000000000000000000000000000000000004000000,"[0, 4, 10, 12, 16, 18, 20, 21, 24, 28, 29, 36, 68, 70, 72]",00000044 fe534d424000 0000 00000000 0d00 0100 00 000000 00000000 15 00000000000000 0000000000000000000000000000000000000000000000000000000000000000 0400 0000,"[0, 1, 4, 8, 10, 12, 14, 16, 18, 20, 24, 28, 36, 40, 44, 52, 68, 70, 72]",00 000044 fe534d42 4000 0000 0000 0000 0d00 0100 00000000 00000000 1500000000000000 00000000 00000000 0000000000000000 00000000000000000000000000000000 0400 0000,1.0,0.3333333333333333,0.8461538461538461,0.6470588235294118,0.8873239436619719,0.7333333333333334,0.037037037037037035
Average,-,-,-,-,-,0.9277107611793209,0.3266262886036404,0.7546125731296539,0.6410754692499852,0.8702511795103209,0.6848379535387956,0.06360226095791317
